# Time          2.5000E+02
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -8.2556086E-05    4.9136957E-03    4.0923930E-05    9.5552876E-03    4.3127874E-04    2.0161040E-05    9.9666182E-03    1.0000000E-08    1.1998363E+00    1.0000000E+00    2.0471273E-03
    6.0000000E-03   -2.4595600E-04    5.2404955E-03    1.2262386E-04    9.5296073E-03    4.3016665E-04    2.0112771E-05    9.9402979E-03    1.0000000E-08    1.1995095E+00    1.0000000E+00    2.0471219E-03
    1.0000000E-02   -4.0906072E-04    5.5667048E-03    2.0417620E-04    9.5039989E-03    4.2905757E-04    2.0064528E-05    9.9140501E-03    1.0000000E-08    1.1991833E+00    1.0000000E+00    2.0471167E-03
    1.4000000E-02   -5.7187090E-04    5.8923250E-03    2.8558126E-04    9.4784620E-03    4.2795150E-04    2.0016311E-05    9.8878748E-03    1.0000000E-08    1.1988577E+00    1.0000000E+00    2.0471116E-03
    1.8000000E-02   -7.3438719E-04    6.2173575E-03    3.6683938E-04    9.4529966E-03    4.2684843E-04    1.9968124E-05    9.8617718E-03    1.0000000E-08    1.1985326E+00    1.0000000E+00    2.0471066E-03
    2.2000000E-02   -8.9661024E-04    6.5418035E-03    4.4795088E-04    9.4276025E-03    4.2574834E-04    1.9919967E-05    9.8357408E-03    1.0000000E-08    1.1982082E+00    1.0000000E+00    2.0471017E-03
    2.6000000E-02   -1.0585407E-03    6.8656643E-03    5.2891608E-04    9.4022793E-03    4.2465125E-04    1.9871844E-05    9.8097816E-03    1.0000000E-08    1.1978843E+00    1.0000000E+00    2.0470970E-03
    3.0000000E-02   -1.2201792E-03    7.1889412E-03    6.0973531E-04    9.3770271E-03    4.2355712E-04    1.9823756E-05    9.7838941E-03    1.0000000E-08    1.1975611E+00    1.0000000E+00    2.0470923E-03
    3.4000000E-02   -1.3815264E-03    7.5116355E-03    6.9040888E-04    9.3518454E-03    4.2246597E-04    1.9775705E-05    9.7580781E-03    1.0000000E-08    1.1972384E+00    1.0000000E+00    2.0470878E-03
    3.8000000E-02   -1.5425829E-03    7.8337485E-03    7.7093713E-04    9.3267342E-03    4.2137777E-04    1.9727692E-05    9.7323333E-03    1.0000000E-08    1.1969163E+00    1.0000000E+00    2.0470833E-03
