# Time          7.5000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.0637214E-04    4.9613278E-03    5.2831941E-05    9.5572865E-03    4.3137679E-04    2.0165214E-05    9.9686642E-03    1.0000000E-08    1.1997887E+00    1.0000000E+00    2.0471272E-03
    6.0000000E-03   -3.1740400E-04    5.3833913E-03    1.5834782E-04    9.5356041E-03    4.3046080E-04    2.0125294E-05    9.9464357E-03    1.0000000E-08    1.1993666E+00    1.0000000E+00    2.0471216E-03
    1.0000000E-02   -5.2814021E-04    5.8048635E-03    2.6371587E-04    9.5139935E-03    4.2954783E-04    2.0085399E-05    9.9242798E-03    1.0000000E-08    1.1989451E+00    1.0000000E+00    2.0471162E-03
    1.4000000E-02   -7.3858111E-04    6.2257451E-03    3.6893627E-04    9.4924544E-03    4.2863786E-04    2.0045530E-05    9.9021963E-03    1.0000000E-08    1.1985243E+00    1.0000000E+00    2.0471109E-03
    1.8000000E-02   -9.4872705E-04    6.6460367E-03    4.7400918E-04    9.4709866E-03    4.2773087E-04    2.0005690E-05    9.8801848E-03    1.0000000E-08    1.1981040E+00    1.0000000E+00    2.0471058E-03
    2.2000000E-02   -1.1585784E-03    7.0657391E-03    5.7893479E-04    9.4495899E-03    4.2682687E-04    1.9965882E-05    9.8582452E-03    1.0000000E-08    1.1976843E+00    1.0000000E+00    2.0471007E-03
    2.6000000E-02   -1.3681354E-03    7.4848530E-03    6.8371325E-04    9.4282639E-03    4.2592585E-04    1.9926106E-05    9.8363772E-03    1.0000000E-08    1.1972651E+00    1.0000000E+00    2.0470957E-03
    3.0000000E-02   -1.5773985E-03    7.9033790E-03    7.8834475E-04    9.4070086E-03    4.2502778E-04    1.9886365E-05    9.8145806E-03    1.0000000E-08    1.1968466E+00    1.0000000E+00    2.0470909E-03
    3.4000000E-02   -1.7863680E-03    8.3213178E-03    8.9282944E-04    9.3858235E-03    4.2413267E-04    1.9846660E-05    9.7928552E-03    1.0000000E-08    1.1964287E+00    1.0000000E+00    2.0470862E-03
    3.8000000E-02   -1.9950442E-03    8.7386700E-03    9.9716750E-04    9.3647086E-03    4.2324050E-04    1.9806995E-05    9.7712007E-03    1.0000000E-08    1.1960113E+00    1.0000000E+00    2.0470815E-03
