# Time          1.0000E+03
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    1.0431531E+01   -1.0351667E+01   -2.2970329E+00   -4.1304303E+00   -1.5725191E+00   -2.9184165E+00   -4.2641523E+00   -1.5700943E+00   -7.9999999E+00    7.9074022E-02    1.8427759E-09   -2.6888554E+00   -3.8271479E+00
    6.0000000E-03    1.0906411E+01   -1.0826571E+01   -2.2489468E+00   -3.6541035E+00   -1.5736993E+00   -2.9195525E+00   -4.2652498E+00   -1.5712546E+00   -7.9999999E+00    7.8860086E-02    5.4743971E-09   -2.6888572E+00   -3.3523201E+00
    1.0000000E-02    1.1127378E+01   -1.1047560E+01   -2.2057709E+00   -3.4328892E+00   -1.5748794E+00   -2.9206884E+00   -4.2663480E+00   -1.5724149E+00   -7.9999999E+00    7.8646630E-02    9.0527749E-09   -2.6888590E+00   -3.1314064E+00
    1.4000000E-02    1.1272818E+01   -1.1193023E+01   -2.1666046E+00   -3.2873726E+00   -1.5760595E+00   -2.9218243E+00   -4.2674468E+00   -1.5735751E+00   -7.9999999E+00    7.8433654E-02    1.2578570E-08   -2.6888607E+00   -2.9860186E+00
    1.8000000E-02    1.1381340E+01   -1.1301568E+01   -2.1307745E+00   -3.1788316E+00   -1.5772395E+00   -2.9229601E+00   -4.2685461E+00   -1.5747352E+00   -7.9999999E+00    7.8221156E-02    1.6052437E-08   -2.6888624E+00   -2.8775493E+00
    2.2000000E-02    1.1467898E+01   -1.1388148E+01   -2.0977638E+00   -3.0922813E+00   -1.5784195E+00   -2.9240958E+00   -4.2696461E+00   -1.5758953E+00   -7.9999999E+00    7.8009137E-02    1.9475023E-08   -2.6888641E+00   -2.7910445E+00
    2.6000000E-02    1.1539872E+01   -1.1460145E+01   -2.0671670E+00   -3.0203283E+00   -1.5795994E+00   -2.9252315E+00   -4.2707467E+00   -1.5770554E+00   -7.9999999E+00    7.7797595E-02    2.2846965E-08   -2.6888657E+00   -2.7191231E+00
    3.0000000E-02    1.1601453E+01   -1.1521748E+01   -2.0386603E+00   -2.9587767E+00   -1.5807793E+00   -2.9263671E+00   -4.2718479E+00   -1.5782153E+00   -7.9999999E+00    7.7586529E-02    2.6168899E-08   -2.6888673E+00   -2.6575946E+00
    3.4000000E-02    1.1655249E+01   -1.1575568E+01   -2.0119812E+00   -2.9050144E+00   -1.5819591E+00   -2.9275027E+00   -4.2729496E+00   -1.5793752E+00   -7.9999999E+00    7.7375938E-02    2.9441448E-08   -2.6888689E+00   -2.6038500E+00
    3.8000000E-02    1.1702998E+01   -1.1623339E+01   -1.9869134E+00   -2.8573043E+00   -1.5831388E+00   -2.9286381E+00   -4.2740520E+00   -1.5805351E+00   -7.9999999E+00    7.7165823E-02    3.2665232E-08   -2.6888705E+00   -2.5561539E+00
