# Time          1.0000E+00
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    9.5258851E+00   -9.4460116E+00   -2.3200759E+00   -5.0522724E+00   -1.5719998E+00   -2.9179144E+00   -4.2636523E+00   -1.5695827E+00   -7.9999999E+00    7.9168410E-02    1.0763190E-09   -2.6888551E+00   -4.7327700E+00
    6.0000000E-03    9.9842271E+00   -9.9043562E+00   -2.3138309E+00   -4.5818031E+00   -1.5721390E+00   -2.9180439E+00   -4.2637479E+00   -1.5697176E+00   -7.9999999E+00    7.9143324E-02    3.1751888E-09   -2.6888561E+00   -4.2744342E+00
    1.0000000E-02    1.0198270E+01   -1.0118401E+01   -2.3078149E+00   -4.3652887E+00   -1.5722751E+00   -2.9181705E+00   -4.2638414E+00   -1.5698494E+00   -7.9999999E+00    7.9118813E-02    5.2213073E-09   -2.6888571E+00   -4.0603976E+00
    1.4000000E-02    1.0338185E+01   -1.0258319E+01   -2.3020176E+00   -4.2243126E+00   -1.5724081E+00   -2.9182942E+00   -4.2639328E+00   -1.5699783E+00   -7.9999999E+00    7.9094869E-02    7.2156701E-09   -2.6888581E+00   -3.9204884E+00
    1.8000000E-02    1.0441646E+01   -1.0361782E+01   -2.2964294E+00   -4.1202635E+00   -1.5725380E+00   -2.9184151E+00   -4.2640222E+00   -1.5701041E+00   -7.9999999E+00    7.9071482E-02    9.1592623E-09   -2.6888590E+00   -3.8170331E+00
    2.2000000E-02    1.0523350E+01   -1.0443489E+01   -2.2910413E+00   -4.0381864E+00   -1.5726649E+00   -2.9185331E+00   -4.2641096E+00   -1.5702270E+00   -7.9999999E+00    7.9048645E-02    1.1053058E-08   -2.6888599E+00   -3.7353342E+00
    2.6000000E-02    1.0590581E+01   -1.0510722E+01   -2.2858448E+00   -3.9706993E+00   -1.5727889E+00   -2.9186484E+00   -4.2641950E+00   -1.5703470E+00   -7.9999999E+00    7.9026349E-02    1.2898021E-08   -2.6888608E+00   -3.6681089E+00
    3.0000000E-02    1.0647482E+01   -1.0567626E+01   -2.2808318E+00   -3.9136115E+00   -1.5729099E+00   -2.9187609E+00   -4.2642785E+00   -1.5704642E+00   -7.9999999E+00    7.9004584E-02    1.4695104E-08   -2.6888617E+00   -3.6112129E+00
    3.4000000E-02    1.0696639E+01   -1.0616785E+01   -2.2759948E+00   -3.8643131E+00   -1.5730280E+00   -2.9188708E+00   -4.2643600E+00   -1.5705786E+00   -7.9999999E+00    7.8983344E-02    1.6445250E-08   -2.6888626E+00   -3.5620612E+00
    3.8000000E-02    1.0739773E+01   -1.0659921E+01   -2.2713267E+00   -3.8210684E+00   -1.5731432E+00   -2.9189780E+00   -4.2644396E+00   -1.5706903E+00   -7.9999999E+00    7.8962618E-02    1.8149390E-08   -2.6888634E+00   -3.5189322E+00
