# Time          1.0000E+00
# Units: Mol/kgw
    Distance        SO4--            SO164--         
    2.0000000E-03    2.7999747E-02    2.6995713E-02
    6.0000000E-03    2.7990797E-02    2.6987335E-02
    1.0000000E-02    2.7982054E-02    2.6979149E-02
    1.4000000E-02    2.7973512E-02    2.6971153E-02
    1.8000000E-02    2.7965171E-02    2.6963344E-02
    2.2000000E-02    2.7957025E-02    2.6955718E-02
    2.6000000E-02    2.7949073E-02    2.6948273E-02
    3.0000000E-02    2.7941311E-02    2.6941007E-02
    3.4000000E-02    2.7933736E-02    2.6933915E-02
    3.8000000E-02    2.7926346E-02    2.6926996E-02
    4.2000000E-02    2.7919136E-02    2.6920247E-02
    4.6000000E-02    2.7912104E-02    2.6913663E-02
    5.0000000E-02    2.7905247E-02    2.6907244E-02
    5.4000000E-02    2.7898562E-02    2.6900986E-02
    5.8000000E-02    2.7892046E-02    2.6894885E-02
    6.2000000E-02    2.7885696E-02    2.6888940E-02
    6.6000000E-02    2.7879509E-02    2.6883148E-02
    7.0000000E-02    2.7873482E-02    2.6877505E-02
    7.4000000E-02    2.7867612E-02    2.6872009E-02
    7.8000000E-02    2.7861896E-02    2.6866658E-02
    8.2000000E-02    2.7856331E-02    2.6861448E-02
    8.6000000E-02    2.7850914E-02    2.6856377E-02
    9.0000000E-02    2.7845643E-02    2.6851442E-02
    9.4000000E-02    2.7840515E-02    2.6846641E-02
    9.8000000E-02    2.7835526E-02    2.6841971E-02
    1.0200000E-01    2.7830675E-02    2.6837428E-02
    1.0600000E-01    2.7825957E-02    2.6833012E-02
    1.1000000E-01    2.7821372E-02    2.6828719E-02
    1.1400000E-01    2.7816915E-02    2.6824546E-02
    1.1800000E-01    2.7812584E-02    2.6820491E-02
    1.2200000E-01    2.7808376E-02    2.6816552E-02
    1.2600000E-01    2.7804289E-02    2.6812726E-02
    1.3000000E-01    2.7800321E-02    2.6809010E-02
    1.3400000E-01    2.7796468E-02    2.6805403E-02
    1.3800000E-01    2.7792728E-02    2.6801901E-02
    1.4200000E-01    2.7789098E-02    2.6798503E-02
    1.4600000E-01    2.7785577E-02    2.6795206E-02
    1.5000000E-01    2.7782160E-02    2.6792008E-02
    1.5400000E-01    2.7778848E-02    2.6788906E-02
    1.5800000E-01    2.7775635E-02    2.6785899E-02
    1.6200000E-01    2.7772521E-02    2.6782983E-02
    1.6600000E-01    2.7769503E-02    2.6780158E-02
    1.7000000E-01    2.7766579E-02    2.6777420E-02
    1.7400000E-01    2.7763746E-02    2.6774767E-02
    1.7800000E-01    2.7761002E-02    2.6772198E-02
    1.8200000E-01    2.7758345E-02    2.6769711E-02
    1.8600000E-01    2.7755773E-02    2.6767302E-02
    1.9000000E-01    2.7753283E-02    2.6764972E-02
    1.9400000E-01    2.7750874E-02    2.6762716E-02
    1.9800000E-01    2.7748543E-02    2.6760534E-02
    2.0200000E-01    2.7746289E-02    2.6758423E-02
    2.0600000E-01    2.7744109E-02    2.6756382E-02
    2.1000000E-01    2.7742001E-02    2.6754409E-02
    2.1400000E-01    2.7739964E-02    2.6752501E-02
    2.1800000E-01    2.7737996E-02    2.6750658E-02
    2.2200000E-01    2.7736094E-02    2.6748878E-02
    2.2600000E-01    2.7734256E-02    2.6747157E-02
    2.3000000E-01    2.7732482E-02    2.6745496E-02
    2.3400000E-01    2.7730769E-02    2.6743893E-02
    2.3800000E-01    2.7729116E-02    2.6742345E-02
    2.4200000E-01    2.7727521E-02    2.6740851E-02
    2.4600000E-01    2.7725981E-02    2.6739410E-02
    2.5000000E-01    2.7724496E-02    2.6738019E-02
    2.5400000E-01    2.7723064E-02    2.6736679E-02
    2.5800000E-01    2.7721684E-02    2.6735386E-02
    2.6200000E-01    2.7720353E-02    2.6734140E-02
    2.6600000E-01    2.7719071E-02    2.6732940E-02
    2.7000000E-01    2.7717835E-02    2.6731783E-02
    2.7400000E-01    2.7716645E-02    2.6730668E-02
    2.7800000E-01    2.7715499E-02    2.6729595E-02
    2.8200000E-01    2.7714396E-02    2.6728562E-02
    2.8600000E-01    2.7713333E-02    2.6727568E-02
    2.9000000E-01    2.7712311E-02    2.6726611E-02
    2.9400000E-01    2.7711328E-02    2.6725690E-02
    2.9800000E-01    2.7710382E-02    2.6724804E-02
    3.0200000E-01    2.7709472E-02    2.6723953E-02
    3.0600000E-01    2.7708598E-02    2.6723134E-02
    3.1000000E-01    2.7707757E-02    2.6722347E-02
    3.1400000E-01    2.7706949E-02    2.6721591E-02
    3.1800000E-01    2.7706173E-02    2.6720864E-02
    3.2200000E-01    2.7705428E-02    2.6720166E-02
    3.2600000E-01    2.7704712E-02    2.6719496E-02
    3.3000000E-01    2.7704025E-02    2.6718852E-02
    3.3400000E-01    2.7703365E-02    2.6718235E-02
    3.3800000E-01    2.7702732E-02    2.6717642E-02
    3.4200000E-01    2.7702125E-02    2.6717073E-02
    3.4600000E-01    2.7701543E-02    2.6716528E-02
    3.5000000E-01    2.7700984E-02    2.6716005E-02
    3.5400000E-01    2.7700449E-02    2.6715504E-02
    3.5800000E-01    2.7699935E-02    2.6715023E-02
    3.6200000E-01    2.7699444E-02    2.6714563E-02
    3.6600000E-01    2.7698972E-02    2.6714122E-02
    3.7000000E-01    2.7698521E-02    2.6713699E-02
    3.7400000E-01    2.7698089E-02    2.6713295E-02
    3.7800000E-01    2.7697676E-02    2.6712907E-02
    3.8200000E-01    2.7697280E-02    2.6712537E-02
    3.8600000E-01    2.7696901E-02    2.6712182E-02
    3.9000000E-01    2.7696539E-02    2.6711843E-02
    3.9400000E-01    2.7696192E-02    2.6711518E-02
    3.9800000E-01    2.7695861E-02    2.6711208E-02
    4.0200000E-01    2.7695544E-02    2.6710911E-02
    4.0600000E-01    2.7695241E-02    2.6710628E-02
    4.1000000E-01    2.7694952E-02    2.6710357E-02
    4.1400000E-01    2.7694676E-02    2.6710098E-02
    4.1800000E-01    2.7694412E-02    2.6709851E-02
    4.2200000E-01    2.7694160E-02    2.6709616E-02
    4.2600000E-01    2.7693919E-02    2.6709390E-02
    4.3000000E-01    2.7693690E-02    2.6709175E-02
    4.3400000E-01    2.7693471E-02    2.6708970E-02
    4.3800000E-01    2.7693262E-02    2.6708775E-02
    4.4200000E-01    2.7693063E-02    2.6708588E-02
    4.4600000E-01    2.7692873E-02    2.6708411E-02
    4.5000000E-01    2.7692692E-02    2.6708241E-02
    4.5400000E-01    2.7692519E-02    2.6708080E-02
    4.5800000E-01    2.7692355E-02    2.6707926E-02
    4.6200000E-01    2.7692198E-02    2.6707779E-02
    4.6600000E-01    2.7692049E-02    2.6707639E-02
    4.7000000E-01    2.7691907E-02    2.6707507E-02
    4.7400000E-01    2.7691772E-02    2.6707380E-02
    4.7800000E-01    2.7691644E-02    2.6707260E-02
    4.8200000E-01    2.7691522E-02    2.6707145E-02
    4.8600000E-01    2.7691405E-02    2.6707036E-02
    4.9000000E-01    2.7691295E-02    2.6706933E-02
    4.9400000E-01    2.7691190E-02    2.6706834E-02
    4.9800000E-01    2.7691090E-02    2.6706741E-02
    5.0200000E-01    2.7690995E-02    2.6706652E-02
    5.0600000E-01    2.7690904E-02    2.6706567E-02
    5.1000000E-01    2.7690819E-02    2.6706487E-02
    5.1400000E-01    2.7690737E-02    2.6706411E-02
    5.1800000E-01    2.7690660E-02    2.6706339E-02
    5.2200000E-01    2.7690587E-02    2.6706270E-02
    5.2600000E-01    2.7690517E-02    2.6706205E-02
    5.3000000E-01    2.7690451E-02    2.6706143E-02
    5.3400000E-01    2.7690389E-02    2.6706085E-02
    5.3800000E-01    2.7690330E-02    2.6706029E-02
