# Time          7.5000E+02
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.4886207E-04    5.0461839E-03    7.4045973E-05    2.6759684E-02    1.2066561E-03    5.4431185E-05    2.6909508E-02    1.0000000E-08    1.1997038E+00    1.0000000E+00    2.0471258E-03
    6.0000000E-03   -4.4423381E-04    5.6369274E-03    2.2173184E-04    2.6687074E-02    1.2035047E-03    5.4293825E-05    2.6837721E-02    1.0000000E-08    1.1991131E+00    1.0000000E+00    2.0471174E-03
    1.0000000E-02   -7.3879712E-04    6.2260540E-03    3.6901350E-04    2.6614665E-02    1.2003616E-03    5.4156734E-05    2.6766129E-02    1.0000000E-08    1.1985239E+00    1.0000000E+00    2.0471092E-03
    1.4000000E-02   -1.0325542E-03    6.8135681E-03    5.1589202E-04    2.6542455E-02    1.1972269E-03    5.4019913E-05    2.6694732E-02    1.0000000E-08    1.1979364E+00    1.0000000E+00    2.0471010E-03
    1.8000000E-02   -1.3255071E-03    7.3994740E-03    6.6236850E-04    2.6470445E-02    1.1941006E-03    5.3883363E-05    2.6623529E-02    1.0000000E-08    1.1973505E+00    1.0000000E+00    2.0470930E-03
    2.2000000E-02   -1.6176581E-03    7.9837760E-03    8.0844401E-04    2.6398633E-02    1.1909826E-03    5.3747084E-05    2.6552519E-02    1.0000000E-08    1.1967662E+00    1.0000000E+00    2.0470852E-03
    2.6000000E-02   -1.9090094E-03    8.5664785E-03    9.5411963E-04    2.6327019E-02    1.1878729E-03    5.3611077E-05    2.6481703E-02    1.0000000E-08    1.1961835E+00    1.0000001E+00    2.0470774E-03
    3.0000000E-02   -2.1995630E-03    9.1475858E-03    1.0993964E-03    2.6255604E-02    1.1847716E-03    5.3475341E-05    2.6411079E-02    1.0000000E-08    1.1956024E+00    1.0000001E+00    2.0470697E-03
    3.4000000E-02   -2.4893212E-03    9.7271021E-03    1.2442755E-03    2.6184385E-02    1.1816785E-03    5.3339878E-05    2.6340647E-02    1.0000000E-08    1.1950229E+00    1.0000001E+00    2.0470622E-03
    3.8000000E-02   -2.7782860E-03    1.0305032E-02    1.3887579E-03    2.6113363E-02    1.1785936E-03    5.3204688E-05    2.6270407E-02    1.0000000E-08    1.1944450E+00    1.0000001E+00    2.0470548E-03
