# Time          1.0000E+01
# Units: Mol/kgw
    Distance        SO4--            SO164--         
    2.0000000E-03    2.7990332E-02    2.6986887E-02
    6.0000000E-03    2.7962555E-02    2.6960857E-02
    1.0000000E-02    2.7934985E-02    2.6935022E-02
    1.4000000E-02    2.7907623E-02    2.6909381E-02
    1.8000000E-02    2.7880468E-02    2.6883933E-02
    2.2000000E-02    2.7853518E-02    2.6858678E-02
    2.6000000E-02    2.7826772E-02    2.6833614E-02
    3.0000000E-02    2.7800229E-02    2.6808740E-02
    3.4000000E-02    2.7773889E-02    2.6784055E-02
    3.8000000E-02    2.7747749E-02    2.6759558E-02
    4.2000000E-02    2.7721809E-02    2.6735249E-02
    4.6000000E-02    2.7696068E-02    2.6711125E-02
    5.0000000E-02    2.7670525E-02    2.6687187E-02
    5.4000000E-02    2.7645179E-02    2.6663434E-02
    5.8000000E-02    2.7620029E-02    2.6639863E-02
    6.2000000E-02    2.7595073E-02    2.6616475E-02
    6.6000000E-02    2.7570311E-02    2.6593268E-02
    7.0000000E-02    2.7545742E-02    2.6570241E-02
    7.4000000E-02    2.7521364E-02    2.6547394E-02
    7.8000000E-02    2.7497176E-02    2.6524725E-02
    8.2000000E-02    2.7473178E-02    2.6502233E-02
    8.6000000E-02    2.7449368E-02    2.6479918E-02
    9.0000000E-02    2.7425746E-02    2.6457779E-02
    9.4000000E-02    2.7402310E-02    2.6435813E-02
    9.8000000E-02    2.7379059E-02    2.6414021E-02
    1.0200000E-01    2.7355993E-02    2.6392402E-02
    1.0600000E-01    2.7333110E-02    2.6370954E-02
    1.1000000E-01    2.7310409E-02    2.6349677E-02
    1.1400000E-01    2.7287889E-02    2.6328570E-02
    1.1800000E-01    2.7265549E-02    2.6307631E-02
    1.2200000E-01    2.7243388E-02    2.6286860E-02
    1.2600000E-01    2.7221406E-02    2.6266256E-02
    1.3000000E-01    2.7199600E-02    2.6245817E-02
    1.3400000E-01    2.7177971E-02    2.6225544E-02
    1.3800000E-01    2.7156516E-02    2.6205434E-02
    1.4200000E-01    2.7135236E-02    2.6185487E-02
    1.4600000E-01    2.7114128E-02    2.6165703E-02
    1.5000000E-01    2.7093193E-02    2.6146079E-02
    1.5400000E-01    2.7072429E-02    2.6126616E-02
    1.5800000E-01    2.7051834E-02    2.6107311E-02
    1.6200000E-01    2.7031409E-02    2.6088165E-02
    1.6600000E-01    2.7011152E-02    2.6069177E-02
    1.7000000E-01    2.6991061E-02    2.6050345E-02
    1.7400000E-01    2.6971137E-02    2.6031668E-02
    1.7800000E-01    2.6951377E-02    2.6013146E-02
    1.8200000E-01    2.6931782E-02    2.5994777E-02
    1.8600000E-01    2.6912350E-02    2.5976561E-02
