# Time          1.0000E+00
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -9.6647680E-06    4.7332245E-03    4.4488754E-06    2.6598860E-02    1.1993499E-03    5.4101007E-05    2.6747239E-02    9.9279467E-09    1.1999822E+00    1.0000000E+00    2.0471280E-03
    6.0000000E-03   -2.6648211E-05    4.6980732E-03    1.2943706E-05    2.6204664E-02    1.1815889E-03    5.3303419E-05    2.6350977E-02    9.7838640E-09    1.1999482E+00    1.0000000E+00    2.0471242E-03
    1.0000000E-02   -4.2843695E-05    4.6613806E-03    2.1044555E-05    2.5810858E-02    1.1638449E-03    5.2506488E-05    2.5955101E-02    9.6398534E-09    1.1999158E+00    1.0000000E+00    2.0471204E-03
    1.4000000E-02   -5.8269080E-05    4.6232054E-03    2.8760352E-05    2.5417568E-02    1.1461235E-03    5.1710470E-05    2.5559737E-02    9.4959629E-09    1.1998850E+00    1.0000000E+00    2.0471168E-03
    1.8000000E-02   -7.2942196E-05    4.5836062E-03    3.6100011E-05    2.5024920E-02    1.1284304E-03    5.0915623E-05    2.5165013E-02    9.3522403E-09    1.1998556E+00    1.0000000E+00    2.0471134E-03
    2.2000000E-02   -8.6880834E-05    4.5426415E-03    4.3072427E-05    2.4633036E-02    1.1107713E-03    5.0122201E-05    2.4771052E-02    9.2087332E-09    1.1998277E+00    1.0000000E+00    2.0471100E-03
    2.6000000E-02   -1.0010273E-04    4.5003695E-03    4.9686467E-05    2.4242042E-02    1.0931517E-03    4.9330459E-05    2.4377980E-02    9.0654891E-09    1.1998013E+00    1.0000000E+00    2.0471068E-03
    3.0000000E-02   -1.1262558E-04    4.4568481E-03    5.5950972E-05    2.3852062E-02    1.0755772E-03    4.8540650E-05    2.3985922E-02    8.9225553E-09    1.1997762E+00    1.0000000E+00    2.0471036E-03
    3.4000000E-02   -1.2446697E-04    4.4121352E-03    6.1874747E-05    2.3463216E-02    1.0580535E-03    4.7753025E-05    2.3595000E-02    8.7799787E-09    1.1997525E+00    1.0000000E+00    2.0471006E-03
    3.8000000E-02   -1.3564446E-04    4.3662882E-03    6.7466559E-05    2.3075628E-02    1.0405858E-03    4.6967834E-05    2.3205337E-02    8.6378057E-09    1.1997301E+00    1.0000000E+00    2.0470977E-03
    4.2000000E-02   -1.4617549E-04    4.3193639E-03    7.2735129E-05    2.2689418E-02    1.0231798E-03    4.6185323E-05    2.2817054E-02    8.4960824E-09    1.1997091E+00    1.0000000E+00    2.0470949E-03
    4.6000000E-02   -1.5607740E-04    4.2714192E-03    7.7689133E-05    2.2304705E-02    1.0058408E-03    4.5405739E-05    2.2430272E-02    8.3548547E-09    1.1996892E+00    1.0000000E+00    2.0470922E-03
    5.0000000E-02   -1.6536744E-04    4.2225100E-03    8.2337192E-05    2.1921606E-02    9.8857420E-04    4.4629321E-05    2.2045109E-02    8.2141677E-09    1.1996707E+00    1.0000000E+00    2.0470896E-03
    5.4000000E-02   -1.7406276E-04    4.1726922E-03    8.6687870E-05    2.1540240E-02    9.7138517E-04    4.3856311E-05    2.1661683E-02    8.0740659E-09    1.1996532E+00    1.0000000E+00    2.0470871E-03
    5.8000000E-02   -1.8218034E-04    4.1220209E-03    9.0749670E-05    2.1160720E-02    9.5427896E-04    4.3086944E-05    2.1280109E-02    7.9345937E-09    1.1996370E+00    1.0000000E+00    2.0470847E-03
    6.2000000E-02   -1.8973707E-04    4.0705507E-03    9.4531029E-05    2.0783161E-02    9.3726071E-04    4.2321453E-05    2.0900503E-02    7.7957943E-09    1.1996219E+00    1.0000000E+00    2.0470824E-03
    6.6000000E-02   -1.9674968E-04    4.0183355E-03    9.8040315E-05    2.0407674E-02    9.2033546E-04    4.1560066E-05    2.0522975E-02    7.6577105E-09    1.1996078E+00    1.0000000E+00    2.0470803E-03
    7.0000000E-02   -2.0323476E-04    3.9654289E-03    1.0128582E-04    2.0034368E-02    9.0350817E-04    4.0803010E-05    2.0147638E-02    7.5203846E-09    1.1995949E+00    1.0000001E+00    2.0470782E-03
    7.4000000E-02   -2.0920874E-04    3.9118833E-03    1.0427575E-04    1.9663353E-02    8.8678374E-04    4.0050505E-05    1.9774599E-02    7.3838579E-09    1.1995829E+00    1.0000001E+00    2.0470762E-03
    7.8000000E-02   -2.1468789E-04    3.8577510E-03    1.0701826E-04    1.9294733E-02    8.7016694E-04    3.9302770E-05    1.9403965E-02    7.2481709E-09    1.1995719E+00    1.0000001E+00    2.0470743E-03
    8.2000000E-02   -2.1968830E-04    3.8030832E-03    1.0952137E-04    1.8928612E-02    8.5366245E-04    3.8560016E-05    1.9035841E-02    7.1133635E-09    1.1995619E+00    1.0000001E+00    2.0470725E-03
    8.6000000E-02   -2.2422588E-04    3.7479302E-03    1.1179305E-04    1.8565092E-02    8.3727488E-04    3.7822453E-05    1.8670329E-02    6.9794746E-09    1.1995528E+00    1.0000001E+00    2.0470708E-03
    9.0000000E-02   -2.2831636E-04    3.6923420E-03    1.1384116E-04    1.8204272E-02    8.2100869E-04    3.7090283E-05    1.8307528E-02    6.8465422E-09    1.1995446E+00    1.0000001E+00    2.0470691E-03
    9.4000000E-02   -2.3197529E-04    3.6363673E-03    1.1567347E-04    1.7846249E-02    8.0486827E-04    3.6363705E-05    1.7947536E-02    6.7146036E-09    1.1995373E+00    1.0000001E+00    2.0470676E-03
    9.8000000E-02   -2.3521798E-04    3.5800543E-03    1.1729764E-04    1.7491116E-02    7.8885787E-04    3.5642913E-05    1.7590448E-02    6.5836949E-09    1.1995308E+00    1.0000001E+00    2.0470662E-03
    1.0200000E-01   -2.3805958E-04    3.5234500E-03    1.1872124E-04    1.7138966E-02    7.7298164E-04    3.4928096E-05    1.7236355E-02    6.4538513E-09    1.1995251E+00    1.0000001E+00    2.0470648E-03
    1.0600000E-01   -2.4051499E-04    3.4666007E-03    1.1995172E-04    1.6789887E-02    7.5724359E-04    3.4219435E-05    1.6885349E-02    6.3251071E-09    1.1995202E+00    1.0000001E+00    2.0470635E-03
