# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    1.0257792E+01   -1.0178342E+01   -2.3133054E+00   -4.5393235E+00   -1.5726078E+00   -2.9185124E+00   -4.2642449E+00   -1.5701862E+00   -8.0004426E+00    7.9139427E-02    1.7013779E-09   -2.6888554E+00   -4.2325450E+00
    6.0000000E-03    1.0729155E+01   -1.0649748E+01   -2.2941080E+00   -4.0642448E+00   -1.5739662E+00   -2.9198409E+00   -4.2655285E+00   -1.5715311E+00   -8.0013294E+00    7.9056368E-02    5.0501768E-09   -2.6888570E+00   -3.7612834E+00
    1.0000000E-02    1.0948701E+01   -1.0869338E+01   -2.2758561E+00   -3.8440322E+00   -1.5753256E+00   -2.9211705E+00   -4.2668137E+00   -1.5728770E+00   -8.0022181E+00    7.8973880E-02    8.3456732E-09   -2.6888586E+00   -3.5418393E+00
    1.4000000E-02    1.1093021E+01   -1.1013702E+01   -2.2584675E+00   -3.6994835E+00   -1.5766860E+00   -2.9225011E+00   -4.2681005E+00   -1.5742239E+00   -8.0031085E+00    7.8891961E-02    1.1588516E-08   -2.6888602E+00   -3.3976205E+00
    1.8000000E-02    1.1200523E+01   -1.1121248E+01   -2.2418702E+00   -3.5919003E+00   -1.5780474E+00   -2.9238327E+00   -4.2693890E+00   -1.5755718E+00   -8.0040008E+00    7.8810609E-02    1.4779345E-08   -2.6888618E+00   -3.2902207E+00
    2.2000000E-02    1.1286104E+01   -1.1206874E+01   -2.2260009E+00   -3.5063040E+00   -1.5794097E+00   -2.9251653E+00   -4.2706790E+00   -1.5769207E+00   -8.0048948E+00    7.8729821E-02    1.7918796E-08   -2.6888633E+00   -3.2047412E+00
    2.6000000E-02    1.1357125E+01   -1.1277939E+01   -2.2108036E+00   -3.4353039E+00   -1.5807730E+00   -2.9264989E+00   -4.2719707E+00   -1.5782707E+00   -8.0057907E+00    7.8649596E-02    2.1007496E-08   -2.6888648E+00   -3.1338219E+00
    3.0000000E-02    1.1417767E+01   -1.1338625E+01   -2.1962285E+00   -3.3747051E+00   -1.5821373E+00   -2.9278336E+00   -4.2732640E+00   -1.5796216E+00   -8.0066884E+00    7.8569932E-02    2.4046066E-08   -2.6888663E+00   -3.0732824E+00
    3.4000000E-02    1.1470632E+01   -1.1391535E+01   -2.1822312E+00   -3.3218962E+00   -1.5835027E+00   -2.9291693E+00   -4.2745589E+00   -1.5809735E+00   -8.0075879E+00    7.8490827E-02    2.7035122E-08   -2.6888677E+00   -3.0205188E+00
    3.8000000E-02    1.1517454E+01   -1.1438401E+01   -2.1687719E+00   -3.2751404E+00   -1.5848689E+00   -2.9305061E+00   -4.2758554E+00   -1.5823264E+00   -8.0084892E+00    7.8412279E-02    2.9975271E-08   -2.6888692E+00   -2.9737988E+00
    4.2000000E-02    1.1559444E+01   -1.1480435E+01   -2.1558148E+00   -3.2332241E+00   -1.5862362E+00   -2.9318438E+00   -4.2771536E+00   -1.5836804E+00   -8.0093923E+00    7.8334286E-02    3.2867115E-08   -2.6888706E+00   -2.9319115E+00
    4.6000000E-02    1.1597480E+01   -1.1518517E+01   -2.1433274E+00   -3.1952657E+00   -1.5876045E+00   -2.9331827E+00   -4.2784533E+00   -1.5850353E+00   -8.0102972E+00    7.8256846E-02    3.5711251E-08   -2.6888720E+00   -2.8939771E+00
    5.0000000E-02    1.1632224E+01   -1.1553305E+01   -2.1312806E+00   -3.1606047E+00   -1.5889738E+00   -2.9345226E+00   -4.2797546E+00   -1.5863913E+00   -8.0112040E+00    7.8179957E-02    3.8508266E-08   -2.6888734E+00   -2.8593362E+00
    5.4000000E-02    1.1664181E+01   -1.1585306E+01   -2.1196475E+00   -3.1287331E+00   -1.5903441E+00   -2.9358635E+00   -4.2810575E+00   -1.5877483E+00   -8.0121126E+00    7.8103618E-02    4.1258744E-08   -2.6888747E+00   -2.8274817E+00
    5.8000000E-02    1.1693749E+01   -1.1614920E+01   -2.1084041E+00   -3.0992522E+00   -1.5917154E+00   -2.9372054E+00   -4.2823620E+00   -1.5891063E+00   -8.0130230E+00    7.8027825E-02    4.3963261E-08   -2.6888760E+00   -2.7980155E+00
