# Time          1.0000E+03
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.4579571E-04    5.0399056E-03    7.2512800E-05    2.6759610E-02    1.2066527E-03    5.4431033E-05    2.6909433E-02    9.9996966E-09    1.1997099E+00    1.0000000E+00    2.0471258E-03
    6.0000000E-03   -4.3503321E-04    5.6180895E-03    2.1713156E-04    2.6686853E-02    1.2034944E-03    5.4293371E-05    2.6837496E-02    9.9990897E-09    1.1991315E+00    1.0000000E+00    2.0471174E-03
    1.0000000E-02   -7.2345923E-04    6.1946504E-03    3.6134459E-04    2.6614297E-02    1.2003446E-03    5.4155979E-05    2.6765755E-02    9.9984829E-09    1.1985546E+00    1.0000000E+00    2.0471092E-03
    1.4000000E-02   -1.0110760E-03    6.7695928E-03    5.0515298E-04    2.6541941E-02    1.1972031E-03    5.4018859E-05    2.6694209E-02    9.9978760E-09    1.1979794E+00    1.0000000E+00    2.0471011E-03
    1.8000000E-02   -1.2978857E-03    7.3429211E-03    6.4855784E-04    2.6469785E-02    1.1940701E-03    5.3882010E-05    2.6622859E-02    9.9972692E-09    1.1974058E+00    1.0000000E+00    2.0470931E-03
    2.2000000E-02   -1.5838905E-03    7.9146396E-03    7.9156026E-04    2.6397829E-02    1.1909454E-03    5.3745435E-05    2.6551702E-02    9.9966624E-09    1.1968338E+00    1.0000000E+00    2.0470852E-03
    2.6000000E-02   -1.8690926E-03    8.4847528E-03    9.3416133E-04    2.6326072E-02    1.1878291E-03    5.3609132E-05    2.6480739E-02    9.9960556E-09    1.1962634E+00    1.0000001E+00    2.0470775E-03
    3.0000000E-02   -2.1534942E-03    9.0532649E-03    1.0763621E-03    2.6254513E-02    1.1847210E-03    5.3473103E-05    2.6409970E-02    9.9954488E-09    1.1956946E+00    1.0000001E+00    2.0470699E-03
    3.4000000E-02   -2.4370975E-03    9.6201804E-03    1.2181638E-03    2.6183152E-02    1.1816213E-03    5.3337347E-05    2.6339393E-02    9.9948420E-09    1.1951273E+00    1.0000001E+00    2.0470623E-03
    3.8000000E-02   -2.7199046E-03    1.0185503E-02    1.3595674E-03    2.6111989E-02    1.1785299E-03    5.3201866E-05    2.6269009E-02    9.9942352E-09    1.1945617E+00    1.0000001E+00    2.0470549E-03
