# Time          7.5000E+02
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    1.0641346E+01   -1.0561885E+01   -2.2983188E+00   -4.1523680E+00   -1.5725202E+00   -2.9184177E+00   -4.2641534E+00   -1.5700954E+00   -8.0000295E+00    7.9079305E-02    1.8350164E-09   -2.6888554E+00   -3.8489694E+00
    6.0000000E-03    1.1116110E+01   -1.1036674E+01   -2.2524090E+00   -3.6760840E+00   -1.5737026E+00   -2.9195559E+00   -4.2652531E+00   -1.5712580E+00   -8.0000888E+00    7.8875942E-02    5.4510996E-09   -2.6888572E+00   -3.3742616E+00
    1.0000000E-02    1.1337029E+01   -1.1257617E+01   -2.2110063E+00   -3.4549049E+00   -1.5748850E+00   -2.9206941E+00   -4.2663536E+00   -1.5724205E+00   -8.0001480E+00    7.8673071E-02    9.0139019E-09   -2.6888589E+00   -3.1533985E+00
    1.4000000E-02    1.1482432E+01   -1.1403045E+01   -2.1733142E+00   -3.3094223E+00   -1.5760673E+00   -2.9218322E+00   -4.2674546E+00   -1.5735830E+00   -8.0002073E+00    7.8470693E-02    1.2524085E-08   -2.6888607E+00   -3.0080515E+00
    1.8000000E-02    1.1590920E+01   -1.1511557E+01   -2.1387302E+00   -3.2009150E+00   -1.5772496E+00   -2.9229702E+00   -4.2685562E+00   -1.5747453E+00   -8.0002666E+00    7.8268805E-02    1.5982303E-08   -2.6888623E+00   -2.8996196E+00
    2.2000000E-02    1.1677445E+01   -1.1598107E+01   -2.1067876E+00   -3.1143982E+00   -1.5784318E+00   -2.9241082E+00   -4.2696584E+00   -1.5759077E+00   -8.0003259E+00    7.8067408E-02    1.9389205E-08   -2.6888640E+00   -2.8131507E+00
    2.6000000E-02    1.1749388E+01   -1.1670073E+01   -2.0771175E+00   -3.0424787E+00   -1.5796140E+00   -2.9252461E+00   -4.2707612E+00   -1.5770700E+00   -8.0003852E+00    7.7866500E-02    2.2745429E-08   -2.6888657E+00   -2.7412644E+00
    3.0000000E-02    1.1810938E+01   -1.1731647E+01   -2.0494233E+00   -2.9809605E+00   -1.5807961E+00   -2.9263840E+00   -4.2718646E+00   -1.5782322E+00   -8.0004445E+00    7.7666080E-02    2.6051609E-08   -2.6888673E+00   -2.6797706E+00
    3.4000000E-02    1.1864704E+01   -1.1785438E+01   -2.0234630E+00   -2.9272316E+00   -1.5819781E+00   -2.9275218E+00   -4.2729686E+00   -1.5793943E+00   -8.0005038E+00    7.7466148E-02    2.9308372E-08   -2.6888689E+00   -2.6260603E+00
    3.8000000E-02    1.1912421E+01   -1.1833180E+01   -1.9990362E+00   -2.8795549E+00   -1.5831601E+00   -2.9286595E+00   -4.2740732E+00   -1.5805564E+00   -8.0005631E+00    7.7266702E-02    3.2516336E-08   -2.6888704E+00   -2.5783983E+00
    4.2000000E-02    1.1955304E+01   -1.1876086E+01   -1.9759758E+00   -2.8367166E+00   -1.5843421E+00   -2.9297972E+00   -4.2751783E+00   -1.5817184E+00   -8.0006224E+00    7.7067743E-02    3.5676115E-08   -2.6888720E+00   -2.5355719E+00
    4.6000000E-02    1.1994231E+01   -1.1915038E+01   -1.9541402E+00   -2.7978349E+00   -1.5855239E+00   -2.9309348E+00   -4.2762840E+00   -1.5828804E+00   -8.0006817E+00    7.6869268E-02    3.8788314E-08   -2.6888735E+00   -2.4967001E+00
    5.0000000E-02    1.2029864E+01   -1.1950695E+01   -1.9334089E+00   -2.7622492E+00   -1.5867058E+00   -2.9320723E+00   -4.2773902E+00   -1.5840423E+00   -8.0007411E+00    7.6671277E-02    4.1853533E-08   -2.6888750E+00   -2.4611226E+00
    5.4000000E-02    1.2062710E+01   -1.1983565E+01   -1.9136784E+00   -2.7294514E+00   -1.5878875E+00   -2.9332098E+00   -4.2784970E+00   -1.5852042E+00   -8.0008004E+00    7.6473769E-02    4.4872364E-08   -2.6888765E+00   -2.4283318E+00
    5.8000000E-02    1.2093168E+01   -1.2014047E+01   -1.8948589E+00   -2.6990428E+00   -1.5890692E+00   -2.9343472E+00   -4.2796043E+00   -1.5863660E+00   -8.0008597E+00    7.6276743E-02    4.7845393E-08   -2.6888779E+00   -2.3979293E+00
    6.2000000E-02    1.2121557E+01   -1.2042460E+01   -1.8768724E+00   -2.6707044E+00   -1.5902509E+00   -2.9354846E+00   -4.2807122E+00   -1.5875277E+00   -8.0009191E+00    7.6080199E-02    5.0773199E-08   -2.6888793E+00   -2.3695962E+00
    6.6000000E-02    1.2148135E+01   -1.2069062E+01   -1.8596504E+00   -2.6441772E+00   -1.5914325E+00   -2.9366218E+00   -4.2818206E+00   -1.5886893E+00   -8.0009784E+00    7.5884136E-02    5.3656357E-08   -2.6888808E+00   -2.3430736E+00
    7.0000000E-02    1.2173115E+01   -1.2094067E+01   -1.8431325E+00   -2.6192477E+00   -1.5926140E+00   -2.9377591E+00   -4.2829295E+00   -1.5898509E+00   -8.0010378E+00    7.5688551E-02    5.6495431E-08   -2.6888821E+00   -2.3181482E+00
    7.4000000E-02    1.2196676E+01   -1.2117651E+01   -1.8272652E+00   -2.5957384E+00   -1.5937955E+00   -2.9388962E+00   -4.2840390E+00   -1.5910125E+00   -8.0010972E+00    7.5493446E-02    5.9290983E-08   -2.6888835E+00   -2.2946426E+00
