# Time          2.5000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.2208343E-04    4.9927503E-03    6.0687570E-05    9.5644265E-03    4.3170829E-04    2.0179760E-05    9.9757930E-03    1.0000000E-08    1.1997572E+00    1.0000000E+00    2.0471270E-03
    6.0000000E-03   -3.6453875E-04    5.4776605E-03    1.8191513E-04    9.5570239E-03    4.3145527E-04    2.0168931E-05    9.9678219E-03    1.0000000E-08    1.1992723E+00    1.0000000E+00    2.0471212E-03
    1.0000000E-02   -6.0669971E-04    5.9619821E-03    3.0299552E-04    9.5496922E-03    4.3120524E-04    2.0158126E-05    9.9599226E-03    1.0000000E-08    1.1987880E+00    1.0000000E+00    2.0471154E-03
    1.4000000E-02   -8.4856586E-04    6.4457140E-03    4.2392850E-04    9.5424309E-03    4.3095815E-04    2.0147345E-05    9.9520944E-03    1.0000000E-08    1.1983043E+00    1.0000000E+00    2.0471098E-03
    1.8000000E-02   -1.0901367E-03    6.9288554E-03    5.4471385E-04    9.5352392E-03    4.3071398E-04    2.0136590E-05    9.9443367E-03    1.0000000E-08    1.1978211E+00    1.0000000E+00    2.0471043E-03
    2.2000000E-02   -1.3314119E-03    7.4114053E-03    6.6535132E-04    9.5281164E-03    4.3047270E-04    2.0125863E-05    9.9366487E-03    1.0000000E-08    1.1973386E+00    1.0000000E+00    2.0470989E-03
    2.6000000E-02   -1.5723908E-03    7.8933627E-03    7.8584068E-04    9.5210619E-03    4.3023426E-04    2.0115163E-05    9.9290298E-03    1.0000000E-08    1.1968566E+00    1.0000000E+00    2.0470937E-03
    3.0000000E-02   -1.8130730E-03    8.3747268E-03    9.0618170E-04    9.5140749E-03    4.2999866E-04    2.0104494E-05    9.9214792E-03    1.0000000E-08    1.1963753E+00    1.0000000E+00    2.0470885E-03
    3.4000000E-02   -2.0534581E-03    8.8554966E-03    1.0263741E-03    9.5071547E-03    4.2976584E-04    2.0093854E-05    9.9139963E-03    1.0000000E-08    1.1958945E+00    1.0000000E+00    2.0470834E-03
    3.8000000E-02   -2.2935455E-03    9.3356711E-03    1.1464178E-03    9.5003008E-03    4.2953579E-04    2.0083246E-05    9.9065803E-03    1.0000000E-08    1.1954143E+00    1.0000001E+00    2.0470785E-03
    4.2000000E-02   -2.5333348E-03    9.8152494E-03    1.2663123E-03    9.4935123E-03    4.2930846E-04    2.0072670E-05    9.8992307E-03    1.0000000E-08    1.1949348E+00    1.0000001E+00    2.0470736E-03
    4.6000000E-02   -2.7728256E-03    1.0294230E-02    1.3860576E-03    9.4867886E-03    4.2908384E-04    2.0062128E-05    9.8919467E-03    1.0000000E-08    1.1944558E+00    1.0000001E+00    2.0470689E-03
