# Time          1.0000E+03
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -5.6635372E-05    4.8618543E-03    2.7963584E-05    9.5551622E-03    4.3127148E-04    2.0160760E-05    9.9664811E-03    1.0000000E-08    1.1998881E+00    1.0000000E+00    2.0471273E-03
    6.0000000E-03   -1.6819450E-04    5.0849726E-03    8.3743149E-05    9.5292311E-03    4.3014486E-04    2.0111932E-05    9.9398864E-03    1.0000000E-08    1.1996650E+00    1.0000000E+00    2.0471221E-03
    1.0000000E-02   -2.7945979E-04    5.3075032E-03    1.3937579E-04    9.5033716E-03    4.2902125E-04    2.0063128E-05    9.9133641E-03    1.0000000E-08    1.1994425E+00    1.0000000E+00    2.0471170E-03
    1.4000000E-02   -3.9043201E-04    5.5294476E-03    1.9486190E-04    9.4775834E-03    4.2790063E-04    2.0014350E-05    9.8869139E-03    1.0000000E-08    1.1992206E+00    1.0000000E+00    2.0471121E-03
    1.8000000E-02   -5.0111195E-04    5.7508075E-03    2.5020187E-04    9.4518664E-03    4.2678300E-04    1.9965601E-05    9.8605357E-03    1.0000000E-08    1.1989992E+00    1.0000000E+00    2.0471072E-03
    2.2000000E-02   -6.1150037E-04    5.9715843E-03    3.0539607E-04    9.4262204E-03    4.2566835E-04    1.9916883E-05    9.8342292E-03    1.0000000E-08    1.1987784E+00    1.0000000E+00    2.0471025E-03
    2.6000000E-02   -7.2159805E-04    6.1917797E-03    3.6044491E-04    9.4006451E-03    4.2455667E-04    1.9868197E-05    9.8079944E-03    1.0000000E-08    1.1985582E+00    1.0000000E+00    2.0470979E-03
    3.0000000E-02   -8.3140577E-04    6.4113951E-03    4.1534877E-04    9.3751405E-03    4.2344796E-04    1.9819546E-05    9.7818309E-03    1.0000000E-08    1.1983386E+00    1.0000000E+00    2.0470933E-03
    3.4000000E-02   -9.4092428E-04    6.6304321E-03    4.7010802E-04    9.3497062E-03    4.2234220E-04    1.9770931E-05    9.7557386E-03    1.0000000E-08    1.1981196E+00    1.0000000E+00    2.0470889E-03
    3.8000000E-02   -1.0501544E-03    6.8488923E-03    5.2472306E-04    9.3243421E-03    4.2123939E-04    1.9722355E-05    9.7297173E-03    1.0000000E-08    1.1979011E+00    1.0000000E+00    2.0470846E-03
