# Time          1.0000E+03
# Units: Permil
    Distance        SO4--            SO164--         
    2.0000000E-03    2.2016814E+01    8.8052907E+00
    6.0000000E-03    2.2120848E+01    9.0546002E+00
    1.0000000E-02    2.2224909E+01    9.2990983E+00
    1.4000000E-02    2.2328997E+01    9.5388709E+00
    1.8000000E-02    2.2433112E+01    9.7740027E+00
    2.2000000E-02    2.2537254E+01    1.0004577E+01
    2.6000000E-02    2.2641423E+01    1.0230675E+01
    3.0000000E-02    2.2745619E+01    1.0452378E+01
    3.4000000E-02    2.2849843E+01    1.0669764E+01
    3.8000000E-02    2.2954094E+01    1.0882912E+01
    4.2000000E-02    2.3058373E+01    1.1091898E+01
    4.6000000E-02    2.3162678E+01    1.1296797E+01
    5.0000000E-02    2.3267012E+01    1.1497683E+01
    5.4000000E-02    2.3371373E+01    1.1694629E+01
    5.8000000E-02    2.3475762E+01    1.1887707E+01
    6.2000000E-02    2.3580179E+01    1.2076987E+01
    6.6000000E-02    2.3684623E+01    1.2262538E+01
    7.0000000E-02    2.3789095E+01    1.2444429E+01
    7.4000000E-02    2.3893596E+01    1.2622725E+01
    7.8000000E-02    2.3998124E+01    1.2797494E+01
    8.2000000E-02    2.4102680E+01    1.2968799E+01
    8.6000000E-02    2.4207265E+01    1.3136705E+01
    9.0000000E-02    2.4311878E+01    1.3301273E+01
    9.4000000E-02    2.4416519E+01    1.3462566E+01
    9.8000000E-02    2.4521189E+01    1.3620643E+01
    1.0200000E-01    2.4625887E+01    1.3775564E+01
    1.0600000E-01    2.4730613E+01    1.3927388E+01
    1.1000000E-01    2.4835368E+01    1.4076172E+01
    1.1400000E-01    2.4940152E+01    1.4221972E+01
    1.1800000E-01    2.5044965E+01    1.4364844E+01
    1.2200000E-01    2.5149806E+01    1.4504842E+01
    1.2600000E-01    2.5254676E+01    1.4642020E+01
    1.3000000E-01    2.5359575E+01    1.4776431E+01
    1.3400000E-01    2.5464503E+01    1.4908127E+01
    1.3800000E-01    2.5569461E+01    1.5037157E+01
    1.4200000E-01    2.5674447E+01    1.5163573E+01
    1.4600000E-01    2.5779463E+01    1.5287424E+01
    1.5000000E-01    2.5884508E+01    1.5408757E+01
    1.5400000E-01    2.5989582E+01    1.5527621E+01
    1.5800000E-01    2.6094686E+01    1.5644061E+01
    1.6200000E-01    2.6199819E+01    1.5758125E+01
    1.6600000E-01    2.6304982E+01    1.5869856E+01
    1.7000000E-01    2.6410175E+01    1.5979299E+01
    1.7400000E-01    2.6515397E+01    1.6086498E+01
    1.7800000E-01    2.6620649E+01    1.6191495E+01
    1.8200000E-01    2.6725931E+01    1.6294332E+01
    1.8600000E-01    2.6831243E+01    1.6395051E+01
    1.9000000E-01    2.6936585E+01    1.6493692E+01
    1.9400000E-01    2.7041958E+01    1.6590294E+01
    1.9800000E-01    2.7147360E+01    1.6684898E+01
    2.0200000E-01    2.7252793E+01    1.6777541E+01
    2.0600000E-01    2.7358256E+01    1.6868261E+01
    2.1000000E-01    2.7463749E+01    1.6957096E+01
    2.1400000E-01    2.7569273E+01    1.7044081E+01
    2.1800000E-01    2.7674827E+01    1.7129252E+01
    2.2200000E-01    2.7780412E+01    1.7212645E+01
    2.2600000E-01    2.7886028E+01    1.7294294E+01
    2.3000000E-01    2.7991675E+01    1.7374234E+01
    2.3400000E-01    2.8097352E+01    1.7452496E+01
    2.3800000E-01    2.8203061E+01    1.7529114E+01
    2.4200000E-01    2.8308800E+01    1.7604120E+01
    2.4600000E-01    2.8414571E+01    1.7677546E+01
    2.5000000E-01    2.8520372E+01    1.7749423E+01
    2.5400000E-01    2.8626205E+01    1.7819780E+01
    2.5800000E-01    2.8732069E+01    1.7888649E+01
    2.6200000E-01    2.8837965E+01    1.7956057E+01
    2.6600000E-01    2.8943892E+01    1.8022034E+01
    2.7000000E-01    2.9049851E+01    1.8086609E+01
    2.7400000E-01    2.9155841E+01    1.8149808E+01
    2.7800000E-01    2.9261864E+01    1.8211660E+01
    2.8200000E-01    2.9367917E+01    1.8272190E+01
    2.8600000E-01    2.9474003E+01    1.8331426E+01
    2.9000000E-01    2.9580121E+01    1.8389393E+01
    2.9400000E-01    2.9686271E+01    1.8446116E+01
    2.9800000E-01    2.9792452E+01    1.8501620E+01
    3.0200000E-01    2.9898666E+01    1.8555929E+01
    3.0600000E-01    3.0004913E+01    1.8609068E+01
    3.1000000E-01    3.0111191E+01    1.8661060E+01
    3.1400000E-01    3.0217503E+01    1.8711928E+01
    3.1800000E-01    3.0323846E+01    1.8761695E+01
    3.2200000E-01    3.0430222E+01    1.8810382E+01
    3.2600000E-01    3.0536631E+01    1.8858012E+01
    3.3000000E-01    3.0643073E+01    1.8904606E+01
    3.3400000E-01    3.0749547E+01    1.8950185E+01
    3.3800000E-01    3.0856055E+01    1.8994770E+01
    3.4200000E-01    3.0962595E+01    1.9038380E+01
    3.4600000E-01    3.1069168E+01    1.9081036E+01
    3.5000000E-01    3.1175775E+01    1.9122758E+01
    3.5400000E-01    3.1282415E+01    1.9163563E+01
    3.5800000E-01    3.1389088E+01    1.9203472E+01
    3.6200000E-01    3.1495794E+01    1.9242501E+01
    3.6600000E-01    3.1602534E+01    1.9280671E+01
    3.7000000E-01    3.1709308E+01    1.9317997E+01
    3.7400000E-01    3.1816115E+01    1.9354498E+01
    3.7800000E-01    3.1922956E+01    1.9390190E+01
    3.8200000E-01    3.2029831E+01    1.9425090E+01
    3.8600000E-01    3.2136740E+01    1.9459215E+01
    3.9000000E-01    3.2243682E+01    1.9492581E+01
    3.9400000E-01    3.2350659E+01    1.9525202E+01
    3.9800000E-01    3.2457670E+01    1.9557096E+01
    4.0200000E-01    3.2564715E+01    1.9588277E+01
    4.0600000E-01    3.2671794E+01    1.9618760E+01
    4.1000000E-01    3.2778908E+01    1.9648559E+01
    4.1400000E-01    3.2886056E+01    1.9677689E+01
    4.1800000E-01    3.2993239E+01    1.9706163E+01
    4.2200000E-01    3.3100456E+01    1.9733997E+01
    4.2600000E-01    3.3207709E+01    1.9761202E+01
    4.3000000E-01    3.3314996E+01    1.9787793E+01
    4.3400000E-01    3.3422318E+01    1.9813782E+01
    4.3800000E-01    3.3529674E+01    1.9839181E+01
    4.4200000E-01    3.3637066E+01    1.9864005E+01
    4.4600000E-01    3.3744494E+01    1.9888263E+01
    4.5000000E-01    3.3851956E+01    1.9911970E+01
    4.5400000E-01    3.3959454E+01    1.9935136E+01
    4.5800000E-01    3.4066987E+01    1.9957773E+01
    4.6200000E-01    3.4174555E+01    1.9979892E+01
    4.6600000E-01    3.4282159E+01    2.0001504E+01
    4.7000000E-01    3.4389799E+01    2.0022620E+01
    4.7400000E-01    3.4497475E+01    2.0043251E+01
    4.7800000E-01    3.4605186E+01    2.0063407E+01
    4.8200000E-01    3.4712934E+01    2.0083099E+01
    4.8600000E-01    3.4820717E+01    2.0102336E+01
    4.9000000E-01    3.4928537E+01    2.0121128E+01
    4.9400000E-01    3.5036392E+01    2.0139485E+01
    4.9800000E-01    3.5144284E+01    2.0157416E+01
    5.0200000E-01    3.5252213E+01    2.0174930E+01
    5.0600000E-01    3.5360178E+01    2.0192037E+01
    5.1000000E-01    3.5468179E+01    2.0208746E+01
    5.1400000E-01    3.5576217E+01    2.0225064E+01
    5.1800000E-01    3.5684291E+01    2.0241001E+01
    5.2200000E-01    3.5792403E+01    2.0256565E+01
    5.2600000E-01    3.5900551E+01    2.0271763E+01
    5.3000000E-01    3.6008737E+01    2.0286605E+01
    5.3400000E-01    3.6116959E+01    2.0301098E+01
    5.3800000E-01    3.6225219E+01    2.0315250E+01
    5.4200000E-01    3.6333515E+01    2.0329067E+01
    5.4600000E-01    3.6441850E+01    2.0342558E+01
    5.5000000E-01    3.6550221E+01    2.0355729E+01
    5.5400000E-01    3.6658630E+01    2.0368589E+01
    5.5800000E-01    3.6767077E+01    2.0381143E+01
    5.6200000E-01    3.6875561E+01    2.0393398E+01
    5.6600000E-01    3.6984083E+01    2.0405362E+01
    5.7000000E-01    3.7092643E+01    2.0417040E+01
    5.7400000E-01    3.7201241E+01    2.0428439E+01
    5.7800000E-01    3.7309877E+01    2.0439565E+01
    5.8200000E-01    3.7418551E+01    2.0450425E+01
    5.8600000E-01    3.7527264E+01    2.0461024E+01
    5.9000000E-01    3.7636015E+01    2.0471368E+01
    5.9400000E-01    3.7744804E+01    2.0481463E+01
    5.9800000E-01    3.7853631E+01    2.0491314E+01
    6.0200000E-01    3.7962497E+01    2.0500928E+01
    6.0600000E-01    3.8071402E+01    2.0510309E+01
    6.1000000E-01    3.8180346E+01    2.0519462E+01
    6.1400000E-01    3.8289328E+01    2.0528393E+01
    6.1800000E-01    3.8398350E+01    2.0537107E+01
    6.2200000E-01    3.8507410E+01    2.0545609E+01
    6.2600000E-01    3.8616510E+01    2.0553903E+01
    6.3000000E-01    3.8725649E+01    2.0561995E+01
    6.3400000E-01    3.8834827E+01    2.0569889E+01
    6.3800000E-01    3.8944044E+01    2.0577589E+01
    6.4200000E-01    3.9053301E+01    2.0585100E+01
    6.4600000E-01    3.9162598E+01    2.0592427E+01
    6.5000000E-01    3.9271934E+01    2.0599573E+01
    6.5400000E-01    3.9381310E+01    2.0606543E+01
    6.5800000E-01    3.9490726E+01    2.0613340E+01
    6.6200000E-01    3.9600182E+01    2.0619969E+01
    6.6600000E-01    3.9709678E+01    2.0626434E+01
    6.7000000E-01    3.9819214E+01    2.0632739E+01
    6.7400000E-01    3.9928790E+01    2.0638886E+01
    6.7800000E-01    4.0038406E+01    2.0644881E+01
    6.8200000E-01    4.0148063E+01    2.0650725E+01
    6.8600000E-01    4.0257761E+01    2.0656424E+01
    6.9000000E-01    4.0367499E+01    2.0661980E+01
    6.9400000E-01    4.0477278E+01    2.0667397E+01
    6.9800000E-01    4.0587097E+01    2.0672677E+01
    7.0200000E-01    4.0696957E+01    2.0677825E+01
    7.0600000E-01    4.0806859E+01    2.0682843E+01
    7.1000000E-01    4.0916801E+01    2.0687734E+01
    7.1400000E-01    4.1026785E+01    2.0692502E+01
    7.1800000E-01    4.1136809E+01    2.0697148E+01
    7.2200000E-01    4.1246875E+01    2.0701677E+01
    7.2600000E-01    4.1356983E+01    2.0706091E+01
    7.3000000E-01    4.1467132E+01    2.0710392E+01
    7.3400000E-01    4.1577323E+01    2.0714584E+01
    7.3800000E-01    4.1687555E+01    2.0718668E+01
    7.4200000E-01    4.1797829E+01    2.0722648E+01
    7.4600000E-01    4.1908145E+01    2.0726526E+01
    7.5000000E-01    4.2018503E+01    2.0730304E+01
    7.5400000E-01    4.2128903E+01    2.0733985E+01
    7.5800000E-01    4.2239345E+01    2.0737571E+01
    7.6200000E-01    4.2349830E+01    2.0741065E+01
    7.6600000E-01    4.2460357E+01    2.0744468E+01
    7.7000000E-01    4.2570926E+01    2.0747783E+01
    7.7400000E-01    4.2681538E+01    2.0751012E+01
    7.7800000E-01    4.2792192E+01    2.0754157E+01
    7.8200000E-01    4.2902889E+01    2.0757220E+01
    7.8600000E-01    4.3013629E+01    2.0760203E+01
    7.9000000E-01    4.3124412E+01    2.0763108E+01
    7.9400000E-01    4.3235238E+01    2.0765937E+01
    7.9800000E-01    4.3346106E+01    2.0768692E+01
    8.0200000E-01    4.3457019E+01    2.0771374E+01
    8.0600000E-01    4.3567974E+01    2.0773986E+01
    8.1000000E-01    4.3678973E+01    2.0776529E+01
    8.1400000E-01    4.3790015E+01    2.0779004E+01
    8.1800000E-01    4.3901101E+01    2.0781414E+01
    8.2200000E-01    4.4012230E+01    2.0783760E+01
    8.2600000E-01    4.4123403E+01    2.0786044E+01
    8.3000000E-01    4.4234620E+01    2.0788266E+01
    8.3400000E-01    4.4345881E+01    2.0790430E+01
    8.3800000E-01    4.4457186E+01    2.0792536E+01
    8.4200000E-01    4.4568534E+01    2.0794585E+01
    8.4600000E-01    4.4679928E+01    2.0796579E+01
    8.5000000E-01    4.4791365E+01    2.0798519E+01
    8.5400000E-01    4.4902847E+01    2.0800408E+01
    8.5800000E-01    4.5014373E+01    2.0802245E+01
    8.6200000E-01    4.5125944E+01    2.0804032E+01
    8.6600000E-01    4.5237559E+01    2.0805771E+01
    8.7000000E-01    4.5349220E+01    2.0807463E+01
    8.7400000E-01    4.5460925E+01    2.0809109E+01
    8.7800000E-01    4.5572675E+01    2.0810709E+01
    8.8200000E-01    4.5684470E+01    2.0812266E+01
    8.8600000E-01    4.5796310E+01    2.0813781E+01
    8.9000000E-01    4.5908195E+01    2.0815254E+01
    8.9400000E-01    4.6020126E+01    2.0816686E+01
    8.9800000E-01    4.6132102E+01    2.0818078E+01
    9.0200000E-01    4.6244123E+01    2.0819433E+01
    9.0600000E-01    4.6356190E+01    2.0820749E+01
    9.1000000E-01    4.6468303E+01    2.0822030E+01
