# Time          1.0000E+03
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    9.7958240E+00   -9.7159517E+00   -2.3171913E+00   -4.7736859E+00   -1.5720634E+00   -2.9179755E+00   -4.2637002E+00   -1.5696452E+00   -7.9999999E+00    7.9156867E-02    1.9208407E-09   -2.6888555E+00   -4.4628342E+00
    6.0000000E-03    1.0266086E+01   -1.0186219E+01   -2.3052278E+00   -4.2969150E+00   -1.5723328E+00   -2.9182300E+00   -4.2638945E+00   -1.5699080E+00   -7.9999999E+00    7.9108167E-02    5.7086032E-09   -2.6888573E+00   -3.9925842E+00
    1.0000000E-02    1.0486351E+01   -1.0406489E+01   -2.2935989E+00   -4.0753465E+00   -1.5726020E+00   -2.9184843E+00   -4.2640895E+00   -1.5701706E+00   -7.9999999E+00    7.9059521E-02    9.4431760E-09   -2.6888592E+00   -3.7723319E+00
    1.4000000E-02    1.0631655E+01   -1.0551799E+01   -2.2822868E+00   -3.9294889E+00   -1.5728711E+00   -2.9187385E+00   -4.2642852E+00   -1.5704330E+00   -7.9999999E+00    7.9010927E-02    1.3125278E-08   -2.6888610E+00   -3.6270395E+00
    1.8000000E-02    1.0740230E+01   -1.0660379E+01   -2.2712752E+00   -3.8206115E+00   -1.5731400E+00   -2.9189925E+00   -4.2644817E+00   -1.5706953E+00   -7.9999999E+00    7.8962388E-02    1.6755620E-08   -2.6888627E+00   -3.5184764E+00
    2.2000000E-02    1.0826927E+01   -1.0747081E+01   -2.2605487E+00   -3.7337270E+00   -1.5734088E+00   -2.9192464E+00   -4.2646789E+00   -1.5709574E+00   -7.9999999E+00    7.8913901E-02    2.0334901E-08   -2.6888645E+00   -3.4317921E+00
    2.6000000E-02    1.0899086E+01   -1.0819245E+01   -2.2500933E+00   -3.6614412E+00   -1.5736774E+00   -2.9195001E+00   -4.2648768E+00   -1.5712194E+00   -7.9999999E+00    7.8865469E-02    2.3863814E-08   -2.6888662E+00   -3.3596449E+00
    3.0000000E-02    1.0960880E+01   -1.0881044E+01   -2.2398959E+00   -3.5995577E+00   -1.5739458E+00   -2.9197537E+00   -4.2650754E+00   -1.5714812E+00   -7.9999999E+00    7.8817089E-02    2.7343039E-08   -2.6888679E+00   -3.2978632E+00
    3.4000000E-02    1.1014908E+01   -1.0935077E+01   -2.2299445E+00   -3.5454643E+00   -1.5742141E+00   -2.9200071E+00   -4.2652746E+00   -1.5717428E+00   -7.9999999E+00    7.8768763E-02    3.0773250E-08   -2.6888696E+00   -3.2438475E+00
    3.8000000E-02    1.1062899E+01   -1.0983074E+01   -2.2202277E+00   -3.4974237E+00   -1.5744822E+00   -2.9202603E+00   -4.2654745E+00   -1.5720043E+00   -7.9999999E+00    7.8720490E-02    3.4155111E-08   -2.6888712E+00   -3.1958683E+00
    4.2000000E-02    1.1106063E+01   -1.1026243E+01   -2.2107350E+00   -3.4542219E+00   -1.5747501E+00   -2.9205134E+00   -4.2656751E+00   -1.5722656E+00   -7.9999999E+00    7.8672271E-02    3.7489276E-08   -2.6888729E+00   -3.1527163E+00
    4.6000000E-02    1.1145279E+01   -1.1065464E+01   -2.2014565E+00   -3.4149773E+00   -1.5750179E+00   -2.9207664E+00   -4.2658763E+00   -1.5725268E+00   -7.9999999E+00    7.8624105E-02    4.0776393E-08   -2.6888745E+00   -3.1135127E+00
    5.0000000E-02    1.1181205E+01   -1.1101395E+01   -2.1923831E+00   -3.3790290E+00   -1.5752855E+00   -2.9210191E+00   -4.2660782E+00   -1.5727878E+00   -7.9999999E+00    7.8575992E-02    4.4017098E-08   -2.6888760E+00   -3.0775989E+00
    5.4000000E-02    1.1214347E+01   -1.1134543E+01   -2.1835061E+00   -3.3458691E+00   -1.5755530E+00   -2.9212717E+00   -4.2662807E+00   -1.5730486E+00   -7.9999999E+00    7.8527933E-02    4.7212022E-08   -2.6888776E+00   -3.0444684E+00
    5.8000000E-02    1.1245104E+01   -1.1165305E+01   -2.1748174E+00   -3.3150988E+00   -1.5758203E+00   -2.9215242E+00   -4.2664838E+00   -1.5733093E+00   -7.9999999E+00    7.8479927E-02    5.0361786E-08   -2.6888791E+00   -3.0137234E+00
    6.2000000E-02    1.1273794E+01   -1.1194000E+01   -2.1663095E+00   -3.2863990E+00   -1.5760875E+00   -2.9217765E+00   -4.2666875E+00   -1.5735698E+00   -7.9999999E+00    7.8431974E-02    5.3467001E-08   -2.6888807E+00   -2.9850457E+00
    6.6000000E-02    1.1300675E+01   -1.1220886E+01   -2.1579751E+00   -3.2595106E+00   -1.5763544E+00   -2.9220287E+00   -4.2668918E+00   -1.5738302E+00   -7.9999999E+00    7.8384075E-02    5.6528273E-08   -2.6888822E+00   -2.9581768E+00
    7.0000000E-02    1.1325960E+01   -1.1246176E+01   -2.1498075E+00   -3.2342205E+00   -1.5766212E+00   -2.9222806E+00   -4.2670967E+00   -1.5740903E+00   -7.9999999E+00    7.8336229E-02    5.9546198E-08   -2.6888836E+00   -2.9329038E+00
    7.4000000E-02    1.1349826E+01   -1.1270048E+01   -2.1418005E+00   -3.2103508E+00   -1.5768879E+00   -2.9225325E+00   -4.2673021E+00   -1.5743504E+00   -7.9999999E+00    7.8288436E-02    6.2521365E-08   -2.6888851E+00   -2.9090495E+00
    7.8000000E-02    1.1372423E+01   -1.1292650E+01   -2.1339479E+00   -3.1877520E+00   -1.5771544E+00   -2.9227841E+00   -4.2675081E+00   -1.5746102E+00   -7.9999999E+00    7.8240696E-02    6.5454355E-08   -2.6888865E+00   -2.8864644E+00
    8.2000000E-02    1.1393878E+01   -1.1314110E+01   -2.1262442E+00   -3.1662968E+00   -1.5774207E+00   -2.9230356E+00   -4.2677147E+00   -1.5748699E+00   -7.9999999E+00    7.8193010E-02    6.8345740E-08   -2.6888879E+00   -2.8650217E+00
    8.6000000E-02    1.1414299E+01   -1.1334536E+01   -2.1186839E+00   -3.1458764E+00   -1.5776868E+00   -2.9232870E+00   -4.2679218E+00   -1.5751295E+00   -7.9999999E+00    7.8145377E-02    7.1196086E-08   -2.6888893E+00   -2.8446125E+00
    9.0000000E-02    1.1433781E+01   -1.1354023E+01   -2.1112620E+00   -3.1263965E+00   -1.5779528E+00   -2.9235382E+00   -4.2681294E+00   -1.5753888E+00   -7.9999999E+00    7.8097797E-02    7.4005951E-08   -2.6888907E+00   -2.8251429E+00
