# Time          5.0000E+01
# Units: Permil
    Distance        SO4--            SO164--         
    2.0000000E-03    2.1019321E+01    8.7548133E+00
    6.0000000E-03    2.1057998E+01    8.9064217E+00
    1.0000000E-02    2.1096737E+01    9.0561990E+00
    1.4000000E-02    2.1135540E+01    9.2041660E+00
    1.8000000E-02    2.1174407E+01    9.3503437E+00
    2.2000000E-02    2.1213337E+01    9.4947525E+00
    2.6000000E-02    2.1252331E+01    9.6374130E+00
    3.0000000E-02    2.1291389E+01    9.7783450E+00
    3.4000000E-02    2.1330511E+01    9.9175687E+00
    3.8000000E-02    2.1369697E+01    1.0055104E+01
    4.2000000E-02    2.1408948E+01    1.0190969E+01
    4.6000000E-02    2.1448264E+01    1.0325185E+01
    5.0000000E-02    2.1487644E+01    1.0457770E+01
    5.4000000E-02    2.1527090E+01    1.0588742E+01
    5.8000000E-02    2.1566600E+01    1.0718121E+01
    6.2000000E-02    2.1606176E+01    1.0845925E+01
    6.6000000E-02    2.1645817E+01    1.0972172E+01
    7.0000000E-02    2.1685524E+01    1.1096880E+01
    7.4000000E-02    2.1725296E+01    1.1220067E+01
    7.8000000E-02    2.1765134E+01    1.1341751E+01
    8.2000000E-02    2.1805039E+01    1.1461948E+01
    8.6000000E-02    2.1845009E+01    1.1580677E+01
    9.0000000E-02    2.1885046E+01    1.1697954E+01
    9.4000000E-02    2.1925149E+01    1.1813797E+01
    9.8000000E-02    2.1965319E+01    1.1928221E+01
    1.0200000E-01    2.2005556E+01    1.2041243E+01
    1.0600000E-01    2.2045860E+01    1.2152880E+01
    1.1000000E-01    2.2086231E+01    1.2263147E+01
    1.1400000E-01    2.2126669E+01    1.2372061E+01
    1.1800000E-01    2.2167175E+01    1.2479638E+01
    1.2200000E-01    2.2207748E+01    1.2585892E+01
    1.2600000E-01    2.2248389E+01    1.2690840E+01
    1.3000000E-01    2.2289097E+01    1.2794496E+01
    1.3400000E-01    2.2329874E+01    1.2896876E+01
    1.3800000E-01    2.2370720E+01    1.2997995E+01
    1.4200000E-01    2.2411633E+01    1.3097867E+01
    1.4600000E-01    2.2452615E+01    1.3196507E+01
    1.5000000E-01    2.2493666E+01    1.3293929E+01
    1.5400000E-01    2.2534785E+01    1.3390148E+01
    1.5800000E-01    2.2575974E+01    1.3485178E+01
    1.6200000E-01    2.2617231E+01    1.3579032E+01
    1.6600000E-01    2.2658558E+01    1.3671725E+01
    1.7000000E-01    2.2699955E+01    1.3763269E+01
    1.7400000E-01    2.2741421E+01    1.3853680E+01
    1.7800000E-01    2.2782957E+01    1.3942969E+01
    1.8200000E-01    2.2824563E+01    1.4031150E+01
    1.8600000E-01    2.2866238E+01    1.4118236E+01
    1.9000000E-01    2.2907984E+01    1.4204240E+01
    1.9400000E-01    2.2949801E+01    1.4289175E+01
    1.9800000E-01    2.2991688E+01    1.4373053E+01
    2.0200000E-01    2.3033646E+01    1.4455887E+01
    2.0600000E-01    2.3075674E+01    1.4537688E+01
    2.1000000E-01    2.3117774E+01    1.4618470E+01
    2.1400000E-01    2.3159945E+01    1.4698245E+01
    2.1800000E-01    2.3202187E+01    1.4777023E+01
    2.2200000E-01    2.3244500E+01    1.4854818E+01
    2.2600000E-01    2.3286886E+01    1.4931640E+01
    2.3000000E-01    2.3329343E+01    1.5007501E+01
    2.3400000E-01    2.3371872E+01    1.5082413E+01
    2.3800000E-01    2.3414473E+01    1.5156387E+01
    2.4200000E-01    2.3457146E+01    1.5229433E+01
    2.4600000E-01    2.3499892E+01    1.5301564E+01
    2.5000000E-01    2.3542710E+01    1.5372789E+01
    2.5400000E-01    2.3585601E+01    1.5443119E+01
    2.5800000E-01    2.3628565E+01    1.5512566E+01
    2.6200000E-01    2.3671602E+01    1.5581140E+01
    2.6600000E-01    2.3714712E+01    1.5648851E+01
    2.7000000E-01    2.3757896E+01    1.5715709E+01
    2.7400000E-01    2.3801153E+01    1.5781724E+01
    2.7800000E-01    2.3844484E+01    1.5846907E+01
    2.8200000E-01    2.3887888E+01    1.5911268E+01
    2.8600000E-01    2.3931367E+01    1.5974816E+01
    2.9000000E-01    2.3974919E+01    1.6037561E+01
    2.9400000E-01    2.4018546E+01    1.6099513E+01
    2.9800000E-01    2.4062247E+01    1.6160681E+01
    3.0200000E-01    2.4106023E+01    1.6221074E+01
    3.0600000E-01    2.4149874E+01    1.6280703E+01
    3.1000000E-01    2.4193800E+01    1.6339575E+01
    3.1400000E-01    2.4237800E+01    1.6397700E+01
    3.1800000E-01    2.4281876E+01    1.6455088E+01
    3.2200000E-01    2.4326027E+01    1.6511746E+01
    3.2600000E-01    2.4370254E+01    1.6567684E+01
    3.3000000E-01    2.4414556E+01    1.6622911E+01
    3.3400000E-01    2.4458934E+01    1.6677434E+01
    3.3800000E-01    2.4503388E+01    1.6731262E+01
    3.4200000E-01    2.4547919E+01    1.6784405E+01
    3.4600000E-01    2.4592525E+01    1.6836869E+01
    3.5000000E-01    2.4637208E+01    1.6888664E+01
    3.5400000E-01    2.4681968E+01    1.6939797E+01
    3.5800000E-01    2.4726804E+01    1.6990276E+01
    3.6200000E-01    2.4771717E+01    1.7040110E+01
    3.6600000E-01    2.4816708E+01    1.7089305E+01
    3.7000000E-01    2.4861775E+01    1.7137870E+01
    3.7400000E-01    2.4906920E+01    1.7185813E+01
    3.7800000E-01    2.4952142E+01    1.7233141E+01
    3.8200000E-01    2.4997443E+01    1.7279861E+01
    3.8600000E-01    2.5042820E+01    1.7325980E+01
    3.9000000E-01    2.5088276E+01    1.7371507E+01
    3.9400000E-01    2.5133810E+01    1.7416448E+01
    3.9800000E-01    2.5179423E+01    1.7460811E+01
    4.0200000E-01    2.5225113E+01    1.7504602E+01
    4.0600000E-01    2.5270883E+01    1.7547828E+01
    4.1000000E-01    2.5316731E+01    1.7590497E+01
    4.1400000E-01    2.5362658E+01    1.7632615E+01
    4.1800000E-01    2.5408664E+01    1.7674189E+01
    4.2200000E-01    2.5454749E+01    1.7715225E+01
    4.2600000E-01    2.5500914E+01    1.7755730E+01
    4.3000000E-01    2.5547158E+01    1.7795711E+01
    4.3400000E-01    2.5593482E+01    1.7835174E+01
    4.3800000E-01    2.5639885E+01    1.7874125E+01
    4.4200000E-01    2.5686369E+01    1.7912571E+01
    4.4600000E-01    2.5732933E+01    1.7950518E+01
    4.5000000E-01    2.5779577E+01    1.7987971E+01
    4.5400000E-01    2.5826301E+01    1.8024938E+01
    4.5800000E-01    2.5873106E+01    1.8061423E+01
    4.6200000E-01    2.5919992E+01    1.8097434E+01
    4.6600000E-01    2.5966958E+01    1.8132975E+01
    4.7000000E-01    2.6014006E+01    1.8168053E+01
    4.7400000E-01    2.6061135E+01    1.8202673E+01
    4.7800000E-01    2.6108345E+01    1.8236841E+01
    4.8200000E-01    2.6155637E+01    1.8270562E+01
    4.8600000E-01    2.6203010E+01    1.8303843E+01
    4.9000000E-01    2.6250465E+01    1.8336688E+01
    4.9400000E-01    2.6298002E+01    1.8369103E+01
    4.9800000E-01    2.6345622E+01    1.8401093E+01
    5.0200000E-01    2.6393323E+01    1.8432663E+01
    5.0600000E-01    2.6441107E+01    1.8463819E+01
    5.1000000E-01    2.6488973E+01    1.8494566E+01
    5.1400000E-01    2.6536922E+01    1.8524909E+01
    5.1800000E-01    2.6584954E+01    1.8554853E+01
    5.2200000E-01    2.6633069E+01    1.8584403E+01
    5.2600000E-01    2.6681267E+01    1.8613563E+01
    5.3000000E-01    2.6729549E+01    1.8642339E+01
    5.3400000E-01    2.6777914E+01    1.8670736E+01
    5.3800000E-01    2.6826362E+01    1.8698757E+01
    5.4200000E-01    2.6874894E+01    1.8726409E+01
    5.4600000E-01    2.6923510E+01    1.8753695E+01
    5.5000000E-01    2.6972211E+01    1.8780620E+01
    5.5400000E-01    2.7020995E+01    1.8807189E+01
    5.5800000E-01    2.7069864E+01    1.8833405E+01
    5.6200000E-01    2.7118817E+01    1.8859275E+01
    5.6600000E-01    2.7167855E+01    1.8884800E+01
    5.7000000E-01    2.7216978E+01    1.8909988E+01
    5.7400000E-01    2.7266185E+01    1.8934840E+01
    5.7800000E-01    2.7315478E+01    1.8959362E+01
    5.8200000E-01    2.7364856E+01    1.8983558E+01
    5.8600000E-01    2.7414320E+01    1.9007431E+01
    5.9000000E-01    2.7463869E+01    1.9030987E+01
    5.9400000E-01    2.7513503E+01    1.9054228E+01
    5.9800000E-01    2.7563224E+01    1.9077159E+01
    6.0200000E-01    2.7613030E+01    1.9099784E+01
    6.0600000E-01    2.7662923E+01    1.9122107E+01
    6.1000000E-01    2.7712902E+01    1.9144131E+01
    6.1400000E-01    2.7762967E+01    1.9165861E+01
    6.1800000E-01    2.7813119E+01    1.9187300E+01
    6.2200000E-01    2.7863358E+01    1.9208451E+01
    6.2600000E-01    2.7913684E+01    1.9229318E+01
    6.3000000E-01    2.7964096E+01    1.9249906E+01
    6.3400000E-01    2.8014596E+01    1.9270217E+01
    6.3800000E-01    2.8065183E+01    1.9290255E+01
    6.4200000E-01    2.8115858E+01    1.9310024E+01
    6.4600000E-01    2.8166620E+01    1.9329526E+01
    6.5000000E-01    2.8217470E+01    1.9348766E+01
    6.5400000E-01    2.8268408E+01    1.9367746E+01
    6.5800000E-01    2.8319433E+01    1.9386471E+01
    6.6200000E-01    2.8370548E+01    1.9404943E+01
    6.6600000E-01    2.8421750E+01    1.9423165E+01
    6.7000000E-01    2.8473041E+01    1.9441141E+01
    6.7400000E-01    2.8524420E+01    1.9458874E+01
    6.7800000E-01    2.8575889E+01    1.9476366E+01
    6.8200000E-01    2.8627446E+01    1.9493622E+01
    6.8600000E-01    2.8679092E+01    1.9510644E+01
    6.9000000E-01    2.8730828E+01    1.9527435E+01
    6.9400000E-01    2.8782653E+01    1.9543998E+01
    6.9800000E-01    2.8834567E+01    1.9560336E+01
    7.0200000E-01    2.8886571E+01    1.9576452E+01
    7.0600000E-01    2.8938665E+01    1.9592349E+01
    7.1000000E-01    2.8990849E+01    1.9608029E+01
    7.1400000E-01    2.9043122E+01    1.9623496E+01
    7.1800000E-01    2.9095486E+01    1.9638751E+01
    7.2200000E-01    2.9147941E+01    1.9653799E+01
    7.2600000E-01    2.9200486E+01    1.9668641E+01
    7.3000000E-01    2.9253121E+01    1.9683281E+01
    7.3400000E-01    2.9305848E+01    1.9697720E+01
    7.3800000E-01    2.9358665E+01    1.9711962E+01
    7.4200000E-01    2.9411573E+01    1.9726009E+01
    7.4600000E-01    2.9464573E+01    1.9739863E+01
    7.5000000E-01    2.9517663E+01    1.9753527E+01
    7.5400000E-01    2.9570846E+01    1.9767004E+01
    7.5800000E-01    2.9624120E+01    1.9780296E+01
    7.6200000E-01    2.9677485E+01    1.9793406E+01
    7.6600000E-01    2.9730943E+01    1.9806335E+01
    7.7000000E-01    2.9784493E+01    1.9819086E+01
    7.7400000E-01    2.9838135E+01    1.9831661E+01
    7.7800000E-01    2.9891869E+01    1.9844064E+01
    7.8200000E-01    2.9945696E+01    1.9856295E+01
    7.8600000E-01    2.9999615E+01    1.9868358E+01
    7.9000000E-01    3.0053627E+01    1.9880254E+01
    7.9400000E-01    3.0107732E+01    1.9891986E+01
    7.9800000E-01    3.0161930E+01    1.9903555E+01
    8.0200000E-01    3.0216221E+01    1.9914965E+01
    8.0600000E-01    3.0270605E+01    1.9926217E+01
    8.1000000E-01    3.0325083E+01    1.9937312E+01
    8.1400000E-01    3.0379655E+01    1.9948254E+01
    8.1800000E-01    3.0434320E+01    1.9959045E+01
    8.2200000E-01    3.0489079E+01    1.9969685E+01
    8.2600000E-01    3.0543932E+01    1.9980178E+01
    8.3000000E-01    3.0598879E+01    1.9990524E+01
    8.3400000E-01    3.0653920E+01    2.0000727E+01
