# Time          2.5000E+02
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -5.1393246E-05    4.8512462E-03    2.5311560E-05    2.6783662E-02    1.2076937E-03    5.4479363E-05    2.6933179E-02    1.0000000E-08    1.1998988E+00    1.0000000E+00    2.0471256E-03
    6.0000000E-03   -1.5255799E-04    5.0535757E-03    7.5893931E-05    2.6758826E-02    1.2066097E-03    5.4438004E-05    2.6908558E-02    1.0000000E-08    1.1996964E+00    1.0000000E+00    2.0471169E-03
    1.0000000E-02   -2.5364119E-04    5.2557421E-03    1.2643553E-04    2.6734011E-02    1.2055266E-03    5.4396563E-05    2.6883956E-02    1.0000000E-08    1.1994943E+00    1.0000000E+00    2.0471084E-03
    1.4000000E-02   -3.5464282E-04    5.4577454E-03    1.7693635E-04    2.6709216E-02    1.2044443E-03    5.4355040E-05    2.6859375E-02    1.0000000E-08    1.1992923E+00    1.0000000E+00    2.0471000E-03
    1.8000000E-02   -4.5556283E-04    5.6595854E-03    2.2739635E-04    2.6684441E-02    1.2033629E-03    5.4313438E-05    2.6834813E-02    1.0000000E-08    1.1990904E+00    1.0000000E+00    2.0470917E-03
    2.2000000E-02   -5.5640119E-04    5.8612621E-03    2.7781553E-04    2.6659686E-02    1.2022823E-03    5.4271757E-05    2.6810270E-02    1.0000000E-08    1.1988887E+00    1.0000000E+00    2.0470835E-03
    2.6000000E-02   -6.5715786E-04    6.0627755E-03    3.2819387E-04    2.6634952E-02    1.2012026E-03    5.4230000E-05    2.6785748E-02    1.0000000E-08    1.1986872E+00    1.0000001E+00    2.0470754E-03
    3.0000000E-02   -7.5783279E-04    6.2641253E-03    3.7853133E-04    2.6610237E-02    1.2001237E-03    5.4188168E-05    2.6761245E-02    1.0000000E-08    1.1984859E+00    1.0000001E+00    2.0470675E-03
    3.4000000E-02   -8.5842596E-04    6.4653117E-03    4.2882792E-04    2.6585544E-02    1.1990456E-03    5.4146263E-05    2.6736763E-02    1.0000000E-08    1.1982847E+00    1.0000001E+00    2.0470596E-03
    3.8000000E-02   -9.5893731E-04    6.6663344E-03    4.7908359E-04    2.6560870E-02    1.1979685E-03    5.4104286E-05    2.6712300E-02    1.0000000E-08    1.1980837E+00    1.0000001E+00    2.0470519E-03
    4.2000000E-02   -1.0593668E-03    6.8671934E-03    5.2929834E-04    2.6536216E-02    1.1968921E-03    5.4062239E-05    2.6687857E-02    1.0000000E-08    1.1978828E+00    1.0000001E+00    2.0470443E-03
    4.6000000E-02   -1.1597144E-03    7.0678886E-03    5.7947215E-04    2.6511583E-02    1.1958167E-03    5.4020122E-05    2.6663434E-02    1.0000000E-08    1.1976821E+00    1.0000001E+00    2.0470368E-03
    5.0000000E-02   -1.2599801E-03    7.2684200E-03    6.2960499E-04    2.6486970E-02    1.1947420E-03    5.3977939E-05    2.6639031E-02    1.0000000E-08    1.1974816E+00    1.0000001E+00    2.0470294E-03
    5.4000000E-02   -1.3601638E-03    7.4687874E-03    6.7969684E-04    2.6462378E-02    1.1936683E-03    5.3935690E-05    2.6614647E-02    1.0000000E-08    1.1972812E+00    1.0000001E+00    2.0470221E-03
    5.8000000E-02   -1.4602655E-03    7.6689908E-03    7.2974770E-04    2.6437806E-02    1.1925953E-03    5.3893376E-05    2.6590284E-02    1.0000000E-08    1.1970810E+00    1.0000001E+00    2.0470149E-03
    6.2000000E-02   -1.5602852E-03    7.8690301E-03    7.7975753E-04    2.6413254E-02    1.1915233E-03    5.3850999E-05    2.6565940E-02    1.0000000E-08    1.1968810E+00    1.0000001E+00    2.0470078E-03
