# Time          1.0000E+00
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.3490159E-04    5.0182629E-03    6.7065731E-05    2.6763143E-02    1.2068014E-03    5.4437985E-05    2.6912878E-02    1.0000000E-08    1.1997317E+00    1.0000000E+00    2.0471258E-03
    6.0000000E-03   -4.0307823E-04    5.5546162E-03    2.0115405E-04    2.6697272E-02    1.2039329E-03    5.4313873E-05    2.6847654E-02    1.0000000E-08    1.1991954E+00    1.0000000E+00    2.0471174E-03
    1.0000000E-02   -6.7115901E-04    6.0907778E-03    3.3519444E-04    2.6631424E-02    1.2010653E-03    5.4189685E-05    2.6782453E-02    1.0000000E-08    1.1986592E+00    1.0000000E+00    2.0471091E-03
    1.4000000E-02   -9.3913433E-04    6.6267284E-03    4.6918210E-04    2.6565602E-02    1.1981989E-03    5.4065427E-05    2.6717278E-02    1.0000000E-08    1.1981233E+00    1.0000000E+00    2.0471010E-03
    1.8000000E-02   -1.2069946E-03    7.1624490E-03    6.0311224E-04    2.6499809E-02    1.1953337E-03    5.3941105E-05    2.6652131E-02    1.0000000E-08    1.1975876E+00    1.0000000E+00    2.0470930E-03
    2.2000000E-02   -1.4747303E-03    7.6979204E-03    7.3698010E-04    2.6434046E-02    1.1924697E-03    5.3816726E-05    2.6587013E-02    1.0000000E-08    1.1970521E+00    1.0000000E+00    2.0470851E-03
    2.6000000E-02   -1.7423319E-03    8.2331236E-03    8.7078090E-04    2.6368317E-02    1.1896072E-03    5.3692295E-05    2.6521929E-02    1.0000000E-08    1.1965169E+00    1.0000001E+00    2.0470773E-03
    3.0000000E-02   -2.0097899E-03    8.7680395E-03    1.0045099E-03    2.6302623E-02    1.1867461E-03    5.3567819E-05    2.6456879E-02    1.0000000E-08    1.1959820E+00    1.0000001E+00    2.0470697E-03
    3.4000000E-02   -2.2770948E-03    9.3026493E-03    1.1381623E-03    2.6236967E-02    1.1838867E-03    5.3443303E-05    2.6391866E-02    1.0000000E-08    1.1954474E+00    1.0000001E+00    2.0470621E-03
    3.8000000E-02   -2.5442372E-03    9.8369341E-03    1.2717335E-03    2.6171352E-02    1.1810289E-03    5.3318755E-05    2.6326893E-02    1.0000000E-08    1.1949131E+00    1.0000001E+00    2.0470547E-03
    4.2000000E-02   -2.8112077E-03    1.0370875E-02    1.4052188E-03    2.6105779E-02    1.1781730E-03    5.3194179E-05    2.6261961E-02    1.0000000E-08    1.1943791E+00    1.0000001E+00    2.0470474E-03
    4.6000000E-02   -3.0779970E-03    1.0904454E-02    1.5386134E-03    2.6040251E-02    1.1753189E-03    5.3069582E-05    2.6197073E-02    1.0000000E-08    1.1938455E+00    1.0000001E+00    2.0470402E-03
    5.0000000E-02   -3.3445957E-03    1.1437651E-02    1.6719128E-03    2.5974770E-02    1.1724668E-03    5.2944969E-05    2.6132232E-02    1.0000000E-08    1.1933123E+00    1.0000001E+00    2.0470331E-03
    5.4000000E-02   -3.6109948E-03    1.1970449E-02    1.8051123E-03    2.5909338E-02    1.1696168E-03    5.2820347E-05    2.6067438E-02    1.0000000E-08    1.1927796E+00    1.0000001E+00    2.0470261E-03
    5.8000000E-02   -3.8771849E-03    1.2502830E-02    1.9382074E-03    2.5843959E-02    1.1667690E-03    5.2695722E-05    2.6002695E-02    1.0000000E-08    1.1922472E+00    1.0000001E+00    2.0470192E-03
    6.2000000E-02   -4.1431571E-03    1.3034774E-02    2.0711935E-03    2.5778633E-02    1.1639234E-03    5.2571098E-05    2.5938005E-02    1.0000000E-08    1.1917152E+00    1.0000001E+00    2.0470124E-03
    6.6000000E-02   -4.4089023E-03    1.3566264E-02    2.2040661E-03    2.5713363E-02    1.1610802E-03    5.2446483E-05    2.5873370E-02    1.0000000E-08    1.1911837E+00    1.0000001E+00    2.0470057E-03
    7.0000000E-02   -4.6744116E-03    1.4097283E-02    2.3368208E-03    2.5648152E-02    1.1582395E-03    5.2321881E-05    2.5808792E-02    1.0000000E-08    1.1906527E+00    1.0000001E+00    2.0469991E-03
    7.4000000E-02   -4.9396761E-03    1.4627812E-02    2.4694530E-03    2.5583002E-02    1.1554013E-03    5.2197298E-05    2.5744273E-02    1.0000000E-08    1.1901222E+00    1.0000001E+00    2.0469926E-03
    7.8000000E-02   -5.2046871E-03    1.5157834E-02    2.6019585E-03    2.5517914E-02    1.1525658E-03    5.2072740E-05    2.5679815E-02    1.0000000E-08    1.1895922E+00    1.0000001E+00    2.0469863E-03
    8.2000000E-02   -5.4694358E-03    1.5687331E-02    2.7343328E-03    2.5452891E-02    1.1497330E-03    5.1948212E-05    2.5615421E-02    1.0000000E-08    1.1890627E+00    1.0000002E+00    2.0469800E-03
    8.6000000E-02   -5.7339137E-03    1.6216287E-02    2.8665718E-03    2.5387935E-02    1.1469030E-03    5.1823720E-05    2.5551093E-02    1.0000000E-08    1.1885337E+00    1.0000002E+00    2.0469738E-03
    9.0000000E-02   -5.9981122E-03    1.6744684E-02    2.9986710E-03    2.5323048E-02    1.1440760E-03    5.1699268E-05    2.5486831E-02    1.0000000E-08    1.1880053E+00    1.0000002E+00    2.0469677E-03
    9.4000000E-02   -6.2620230E-03    1.7272506E-02    3.1306265E-03    2.5258233E-02    1.1412519E-03    5.1574864E-05    2.5422640E-02    1.0000000E-08    1.1874775E+00    1.0000002E+00    2.0469617E-03
    9.8000000E-02   -6.5256379E-03    1.7799735E-02    3.2624339E-03    2.5193491E-02    1.1384309E-03    5.1450511E-05    2.5358520E-02    1.0000000E-08    1.1869503E+00    1.0000002E+00    2.0469558E-03
    1.0200000E-01   -6.7889485E-03    1.8326357E-02    3.3940892E-03    2.5128824E-02    1.1356132E-03    5.1326214E-05    2.5294474E-02    1.0000000E-08    1.1864236E+00    1.0000002E+00    2.0469500E-03
    1.0600000E-01   -7.0519469E-03    1.8852353E-02    3.5255884E-03    2.5064234E-02    1.1327986E-03    5.1201980E-05    2.5230503E-02    1.0000000E-08    1.1858976E+00    1.0000002E+00    2.0469442E-03
    1.1000000E-01   -7.3146250E-03    1.9377710E-02    3.6569274E-03    2.4999724E-02    1.1299874E-03    5.1077813E-05    2.5166609E-02    1.0000000E-08    1.1853723E+00    1.0000002E+00    2.0469386E-03
    1.1400000E-01   -7.5769750E-03    1.9902410E-02    3.7881024E-03    2.4935295E-02    1.1271797E-03    5.0953718E-05    2.5102795E-02    1.0000000E-08    1.1848476E+00    1.0000002E+00    2.0469331E-03
    1.1800000E-01   -7.8389892E-03    2.0426438E-02    3.9191096E-03    2.4870949E-02    1.1243754E-03    5.0829700E-05    2.5039062E-02    1.0000000E-08    1.1843236E+00    1.0000002E+00    2.0469276E-03
    1.2200000E-01   -8.1006600E-03    2.0949780E-02    4.0499450E-03    2.4806688E-02    1.1215748E-03    5.0705763E-05    2.4975413E-02    1.0000000E-08    1.1838002E+00    1.0000002E+00    2.0469222E-03
    1.2600000E-01   -8.3619799E-03    2.1472420E-02    4.1806049E-03    2.4742514E-02    1.1187777E-03    5.0581913E-05    2.4911848E-02    1.0000000E-08    1.1832776E+00    1.0000002E+00    2.0469169E-03
    1.3000000E-01   -8.6229415E-03    2.1994343E-02    4.3110857E-03    2.4678429E-02    1.1159845E-03    5.0458155E-05    2.4848369E-02    1.0000000E-08    1.1827557E+00    1.0000002E+00    2.0469117E-03
    1.3400000E-01   -8.8835376E-03    2.2515535E-02    4.4413837E-03    2.4614434E-02    1.1131950E-03    5.0334492E-05    2.4784979E-02    1.0000000E-08    1.1822345E+00    1.0000002E+00    2.0469066E-03
    1.3800000E-01   -9.1437610E-03    2.3035982E-02    4.5714954E-03    2.4550531E-02    1.1104095E-03    5.0210930E-05    2.4721679E-02    1.0000000E-08    1.1817140E+00    1.0000002E+00    2.0469016E-03
    1.4200000E-01   -9.4036048E-03    2.3555669E-02    4.7014173E-03    2.4486722E-02    1.1076279E-03    5.0087473E-05    2.4658471E-02    1.0000000E-08    1.1811943E+00    1.0000002E+00    2.0468966E-03
    1.4600000E-01   -9.6630621E-03    2.4074584E-02    4.8311460E-03    2.4423009E-02    1.1048503E-03    4.9964126E-05    2.4595357E-02    1.0000000E-08    1.1806754E+00    1.0000002E+00    2.0468917E-03
    1.5000000E-01   -9.9221262E-03    2.4592712E-02    4.9606780E-03    2.4359393E-02    1.1020769E-03    4.9840892E-05    2.4532337E-02    1.0000000E-08    1.1801573E+00    1.0000002E+00    2.0468869E-03
    1.5400000E-01   -1.0180790E-02    2.5110041E-02    5.0900102E-03    2.4295876E-02    1.0993076E-03    4.9717776E-05    2.4469414E-02    1.0000000E-08    1.1796400E+00    1.0000002E+00    2.0468822E-03
    1.5800000E-01   -1.0439049E-02    2.5626557E-02    5.2191392E-03    2.4232460E-02    1.0965425E-03    4.9594782E-05    2.4406590E-02    1.0000000E-08    1.1791234E+00    1.0000003E+00    2.0468775E-03
    1.6200000E-01   -1.0696894E-02    2.6142248E-02    5.3480619E-03    2.4169146E-02    1.0937818E-03    4.9471914E-05    2.4343865E-02    1.0000000E-08    1.1786078E+00    1.0000003E+00    2.0468730E-03
    1.6600000E-01   -1.0954321E-02    2.6657101E-02    5.4767753E-03    2.4105935E-02    1.0910254E-03    4.9349177E-05    2.4281241E-02    1.0000000E-08    1.1780929E+00    1.0000003E+00    2.0468685E-03
    1.7000000E-01   -1.1211323E-02    2.7171105E-02    5.6052762E-03    2.4042830E-02    1.0882735E-03    4.9226574E-05    2.4218720E-02    1.0000000E-08    1.1775789E+00    1.0000003E+00    2.0468640E-03
    1.7400000E-01   -1.1467894E-02    2.7684247E-02    5.7335617E-03    2.3979831E-02    1.0855261E-03    4.9104109E-05    2.4156303E-02    1.0000000E-08    1.1770658E+00    1.0000003E+00    2.0468597E-03
    1.7800000E-01   -1.1724028E-02    2.8196516E-02    5.8616290E-03    2.3916940E-02    1.0827832E-03    4.8981786E-05    2.4093992E-02    1.0000000E-08    1.1765535E+00    1.0000003E+00    2.0468554E-03
    1.8200000E-01   -1.1979721E-02    2.8707901E-02    5.9894752E-03    2.3854159E-02    1.0800450E-03    4.8859608E-05    2.4031787E-02    1.0000000E-08    1.1760421E+00    1.0000003E+00    2.0468512E-03
