# Time          2.5000E+02
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.0618337E-04    4.9589520E-03    5.2706707E-05    2.6759515E-02    1.2066463E-03    5.4430798E-05    2.6909318E-02    9.9960926E-09    1.1997892E+00    1.0000000E+00    2.0471259E-03
    6.0000000E-03   -3.1619738E-04    5.3752311E-03    1.5771388E-04    2.6686566E-02    1.2034753E-03    5.4292663E-05    2.6837149E-02    9.9882776E-09    1.1993691E+00    1.0000000E+00    2.0471177E-03
    1.0000000E-02   -5.2540238E-04    5.7898922E-03    2.6231655E-04    2.6613818E-02    1.2003126E-03    5.4154798E-05    2.6765175E-02    9.9804626E-09    1.1989507E+00    1.0000000E+00    2.0471097E-03
    1.4000000E-02   -7.3380076E-04    6.2029400E-03    3.6651591E-04    2.6541269E-02    1.1971583E-03    5.4017203E-05    2.6693396E-02    9.9726476E-09    1.1985339E+00    1.0000000E+00    2.0471018E-03
    1.8000000E-02   -9.4139492E-04    6.6143794E-03    4.7031316E-04    2.6468919E-02    1.1940124E-03    5.3879878E-05    2.6621811E-02    9.9648326E-09    1.1981187E+00    1.0000000E+00    2.0470941E-03
    2.2000000E-02   -1.1481872E-03    7.0242150E-03    5.7370947E-04    2.6396769E-02    1.1908748E-03    5.3742824E-05    2.6550420E-02    9.9570176E-09    1.1977052E+00    1.0000000E+00    2.0470864E-03
    2.6000000E-02   -1.3541800E-03    7.4324517E-03    6.7670604E-04    2.6324816E-02    1.1877456E-03    5.3606042E-05    2.6479222E-02    9.9492026E-09    1.1972932E+00    1.0000001E+00    2.0470789E-03
    3.0000000E-02   -1.5593757E-03    7.8390941E-03    7.7930405E-04    2.6253062E-02    1.1846246E-03    5.3469533E-05    2.6408216E-02    9.9413876E-09    1.1968828E+00    1.0000001E+00    2.0470714E-03
    3.4000000E-02   -1.7637766E-03    8.2441471E-03    8.8150468E-04    2.6181504E-02    1.1815119E-03    5.3333295E-05    2.6337403E-02    9.9335728E-09    1.1964740E+00    1.0000001E+00    2.0470641E-03
    3.8000000E-02   -1.9673851E-03    8.6476152E-03    9.8330910E-04    2.6110143E-02    1.1784074E-03    5.3197331E-05    2.6266781E-02    9.9257580E-09    1.1960668E+00    1.0000001E+00    2.0470569E-03
    4.2000000E-02   -2.1702035E-03    9.0495032E-03    1.0847185E-03    2.6038978E-02    1.1753112E-03    5.3061640E-05    2.6196350E-02    9.9179433E-09    1.1956611E+00    1.0000001E+00    2.0470499E-03
    4.6000000E-02   -2.3722342E-03    9.4498159E-03    1.1857340E-03    2.5968009E-02    1.1722232E-03    5.2926222E-05    2.6126110E-02    9.9101287E-09    1.1952571E+00    1.0000001E+00    2.0470429E-03
    5.0000000E-02   -2.5734795E-03    9.8485578E-03    1.2863568E-03    2.5897234E-02    1.1691434E-03    5.2791079E-05    2.6056059E-02    9.9023143E-09    1.1948546E+00    1.0000001E+00    2.0470360E-03
    5.4000000E-02   -2.7739418E-03    1.0245734E-02    1.3865881E-03    2.5826655E-02    1.1660717E-03    5.2656211E-05    2.5986198E-02    9.8945000E-09    1.1944536E+00    1.0000001E+00    2.0470293E-03
    5.8000000E-02   -2.9736232E-03    1.0641348E-02    1.4864290E-03    2.5756269E-02    1.1630082E-03    5.2521617E-05    2.5916526E-02    9.8866859E-09    1.1940543E+00    1.0000001E+00    2.0470226E-03
    6.2000000E-02   -3.1725263E-03    1.1035406E-02    1.5858807E-03    2.5686076E-02    1.1599528E-03    5.2387299E-05    2.5847043E-02    9.8788720E-09    1.1936565E+00    1.0000001E+00    2.0470160E-03
    6.6000000E-02   -3.3706532E-03    1.1427911E-02    1.6849443E-03    2.5616077E-02    1.1569055E-03    5.2253257E-05    2.5777748E-02    9.8710584E-09    1.1932602E+00    1.0000001E+00    2.0470096E-03
    7.0000000E-02   -3.5680063E-03    1.1818869E-02    1.7836211E-03    2.5546270E-02    1.1538663E-03    5.2119490E-05    2.5708640E-02    9.8632449E-09    1.1928655E+00    1.0000001E+00    2.0470032E-03
    7.4000000E-02   -3.7645879E-03    1.2208285E-02    1.8819120E-03    2.5476654E-02    1.1508351E-03    5.1986000E-05    2.5639719E-02    9.8554318E-09    1.1924724E+00    1.0000001E+00    2.0469970E-03
    7.8000000E-02   -3.9604003E-03    1.2596161E-02    1.9798184E-03    2.5407230E-02    1.1478120E-03    5.1852787E-05    2.5570984E-02    9.8476189E-09    1.1920807E+00    1.0000001E+00    2.0469909E-03
    8.2000000E-02   -4.1554458E-03    1.2982505E-02    2.0773413E-03    2.5337997E-02    1.1447969E-03    5.1719851E-05    2.5502436E-02    9.8398063E-09    1.1916906E+00    1.0000001E+00    2.0469848E-03
    8.6000000E-02   -4.3497266E-03    1.3367318E-02    2.1744818E-03    2.5268954E-02    1.1417898E-03    5.1587192E-05    2.5434073E-02    9.8319941E-09    1.1913021E+00    1.0000002E+00    2.0469788E-03
    9.0000000E-02   -4.5432450E-03    1.3750608E-02    2.2712412E-03    2.5200101E-02    1.1387906E-03    5.1454810E-05    2.5365895E-02    9.8241821E-09    1.1909150E+00    1.0000002E+00    2.0469730E-03
    9.4000000E-02   -4.7360033E-03    1.4132377E-02    2.3676206E-03    2.5131438E-02    1.1357995E-03    5.1322707E-05    2.5297902E-02    9.8163706E-09    1.1905295E+00    1.0000002E+00    2.0469672E-03
    9.8000000E-02   -4.9280038E-03    1.4512631E-02    2.4636210E-03    2.5062963E-02    1.1328162E-03    5.1190881E-05    2.5230093E-02    9.8085594E-09    1.1901455E+00    1.0000002E+00    2.0469616E-03
    1.0200000E-01   -5.1192487E-03    1.4891374E-02    2.5592436E-03    2.4994676E-02    1.1298409E-03    5.1059334E-05    2.5162467E-02    9.8007486E-09    1.1897630E+00    1.0000002E+00    2.0469560E-03
