# Time          5.0000E+02
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    1.0608937E+01   -1.0529477E+01   -2.3001172E+00   -4.1849614E+00   -1.5725192E+00   -2.9184167E+00   -4.2641524E+00   -1.5700944E+00   -8.0000683E+00    7.9086676E-02    1.8234170E-09   -2.6888554E+00   -3.8813788E+00
    6.0000000E-03    1.1083518E+01   -1.1004084E+01   -2.2572800E+00   -3.7087412E+00   -1.5736996E+00   -2.9195530E+00   -4.2652501E+00   -1.5712550E+00   -8.0002052E+00    7.8898064E-02    5.4163201E-09   -2.6888572E+00   -3.4068571E+00
    1.0000000E-02    1.1304365E+01   -1.1224956E+01   -2.2184075E+00   -3.4876122E+00   -1.5748799E+00   -2.9206892E+00   -4.2663485E+00   -1.5724155E+00   -8.0003421E+00    7.8709957E-02    8.9559797E-09   -2.6888589E+00   -3.1860688E+00
    1.4000000E-02    1.1449712E+01   -1.1370329E+01   -2.1828370E+00   -3.3421779E+00   -1.5760602E+00   -2.9218253E+00   -4.2674475E+00   -1.5735759E+00   -8.0004790E+00    7.8522353E-02    1.2443056E-08   -2.6888606E+00   -3.0407806E+00
    1.8000000E-02    1.1558150E+01   -1.1478792E+01   -2.1500592E+00   -3.2337183E+00   -1.5772404E+00   -2.9229614E+00   -4.2685471E+00   -1.5747363E+00   -8.0006160E+00    7.8335250E-02    1.5878204E-08   -2.6888623E+00   -2.9324022E+00
    2.2000000E-02    1.1644626E+01   -1.1565294E+01   -2.1196744E+00   -3.1472489E+00   -1.5784205E+00   -2.9240974E+00   -4.2696473E+00   -1.5758966E+00   -8.0007531E+00    7.8148649E-02    1.9262070E-08   -2.6888639E+00   -2.8459844E+00
    2.6000000E-02    1.1716521E+01   -1.1637214E+01   -2.0913628E+00   -3.0753766E+00   -1.5796007E+00   -2.9252334E+00   -4.2707482E+00   -1.5770569E+00   -8.0008902E+00    7.7962548E-02    2.2595293E-08   -2.6888656E+00   -2.7741479E+00
    3.0000000E-02    1.1778025E+01   -1.1698743E+01   -2.0648649E+00   -3.0139056E+00   -1.5807807E+00   -2.9263693E+00   -4.2718495E+00   -1.5782171E+00   -8.0010273E+00    7.7776947E-02    2.5878507E-08   -2.6888672E+00   -2.7127032E+00
    3.4000000E-02    1.1831745E+01   -1.1752489E+01   -2.0399669E+00   -2.9602238E+00   -1.5819607E+00   -2.9275051E+00   -4.2729515E+00   -1.5793772E+00   -8.0011645E+00    7.7591843E-02    2.9112336E-08   -2.6888688E+00   -2.6590415E+00
    3.8000000E-02    1.1879417E+01   -1.1800186E+01   -2.0164907E+00   -2.9125943E+00   -1.5831407E+00   -2.9286409E+00   -4.2740541E+00   -1.5805373E+00   -8.0013017E+00    7.7407238E-02    3.2297400E-08   -2.6888703E+00   -2.6114278E+00
    4.2000000E-02    1.1922254E+01   -1.1843048E+01   -1.9942865E+00   -2.8698031E+00   -1.5843206E+00   -2.9297767E+00   -4.2751572E+00   -1.5816973E+00   -8.0014389E+00    7.7223128E-02    3.5434311E-08   -2.6888718E+00   -2.5686494E+00
    4.6000000E-02    1.1961136E+01   -1.1881956E+01   -1.9732270E+00   -2.8309686E+00   -1.5855004E+00   -2.9309123E+00   -4.2762609E+00   -1.5828573E+00   -8.0015762E+00    7.7039514E-02    3.8523674E-08   -2.6888734E+00   -2.5298255E+00
    5.0000000E-02    1.1996724E+01   -1.1917569E+01   -1.9532029E+00   -2.7954300E+00   -1.5866802E+00   -2.9320479E+00   -4.2773651E+00   -1.5840172E+00   -8.0017136E+00    7.6856395E-02    4.1566088E-08   -2.6888748E+00   -2.4942958E+00
    5.4000000E-02    1.2029525E+01   -1.1950396E+01   -1.9341200E+00   -2.7626794E+00   -1.5878599E+00   -2.9331834E+00   -4.2784699E+00   -1.5851771E+00   -8.0018510E+00    7.6673769E-02    4.4562145E-08   -2.6888763E+00   -2.4615528E+00
    5.8000000E-02    1.2059938E+01   -1.1980834E+01   -1.9158964E+00   -2.7323180E+00   -1.5890396E+00   -2.9343189E+00   -4.2795752E+00   -1.5863369E+00   -8.0019884E+00    7.6491636E-02    4.7512429E-08   -2.6888777E+00   -2.4311979E+00
    6.2000000E-02    1.2088282E+01   -1.2009203E+01   -1.8984605E+00   -2.7040268E+00   -1.5902192E+00   -2.9354543E+00   -4.2806811E+00   -1.5874966E+00   -8.0021258E+00    7.6309995E-02    5.0417521E-08   -2.6888792E+00   -2.4029124E+00
