# Time          1.0000E+03
# Units: Permil
    Distance        SO4--            SO164--         
    2.0000000E-03    2.1052023E+01    8.7518156E+00
    6.0000000E-03    2.1155953E+01    8.8976310E+00
    1.0000000E-02    2.1259911E+01    9.0418931E+00
    1.4000000E-02    2.1363895E+01    9.1846158E+00
    1.8000000E-02    2.1467906E+01    9.3258132E+00
    2.2000000E-02    2.1571945E+01    9.4654990E+00
    2.6000000E-02    2.1676010E+01    9.6036868E+00
    3.0000000E-02    2.1780103E+01    9.7403904E+00
    3.4000000E-02    2.1884223E+01    9.8756233E+00
    3.8000000E-02    2.1988370E+01    1.0009399E+01
    4.2000000E-02    2.2092544E+01    1.0141730E+01
    4.6000000E-02    2.2196746E+01    1.0272631E+01
    5.0000000E-02    2.2300976E+01    1.0402114E+01
    5.4000000E-02    2.2405233E+01    1.0530192E+01
    5.8000000E-02    2.2509517E+01    1.0656879E+01
    6.2000000E-02    2.2613830E+01    1.0782186E+01
    6.6000000E-02    2.2718170E+01    1.0906128E+01
    7.0000000E-02    2.2822538E+01    1.1028716E+01
    7.4000000E-02    2.2926934E+01    1.1149964E+01
    7.8000000E-02    2.3031358E+01    1.1269882E+01
    8.2000000E-02    2.3135809E+01    1.1388485E+01
    8.6000000E-02    2.3240290E+01    1.1505784E+01
    9.0000000E-02    2.3344798E+01    1.1621792E+01
    9.4000000E-02    2.3449334E+01    1.1736520E+01
    9.8000000E-02    2.3553899E+01    1.1849980E+01
    1.0200000E-01    2.3658492E+01    1.1962185E+01
    1.0600000E-01    2.3763114E+01    1.2073147E+01
    1.1000000E-01    2.3867764E+01    1.2182876E+01
    1.1400000E-01    2.3972443E+01    1.2291385E+01
    1.1800000E-01    2.4077151E+01    1.2398686E+01
    1.2200000E-01    2.4181887E+01    1.2504789E+01
    1.2600000E-01    2.4286652E+01    1.2609706E+01
    1.3000000E-01    2.4391446E+01    1.2713449E+01
    1.3400000E-01    2.4496269E+01    1.2816029E+01
