# Time          2.5000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -4.3388634E-05    4.8283393E-03    2.1309564E-05    2.6746615E-02    1.2060372E-03    5.4403782E-05    2.6896071E-02    9.9856211E-09    1.1999148E+00    1.0000000E+00    2.0471262E-03
    6.0000000E-03   -1.2781332E-04    4.9833933E-03    6.3522529E-05    2.6647867E-02    1.2016480E-03    5.4211615E-05    2.6797410E-02    9.9568634E-09    1.1997459E+00    1.0000000E+00    2.0471189E-03
    1.0000000E-02   -2.1143014E-04    5.1368316E-03    1.0533156E-04    2.6549320E-02    1.1972672E-03    5.4019718E-05    2.6698944E-02    9.9281059E-09    1.1995787E+00    1.0000000E+00    2.0471116E-03
    1.4000000E-02   -2.9424311E-04    5.2886626E-03    1.4673866E-04    2.6450974E-02    1.1928948E-03    5.3828094E-05    2.6600675E-02    9.8993491E-09    1.1994130E+00    1.0000000E+00    2.0471045E-03
    1.8000000E-02   -3.7625623E-04    5.4388944E-03    1.8774585E-04    2.6352830E-02    1.1885308E-03    5.3636744E-05    2.6502601E-02    9.8705934E-09    1.1992490E+00    1.0000000E+00    2.0470975E-03
    2.2000000E-02   -4.5747351E-04    5.5875351E-03    2.2835510E-04    2.6254886E-02    1.1841753E-03    5.3445670E-05    2.6404723E-02    9.8418391E-09    1.1990866E+00    1.0000000E+00    2.0470906E-03
    2.6000000E-02   -5.3789893E-04    5.7345931E-03    2.6856843E-04    2.6157143E-02    1.1798283E-03    5.3254873E-05    2.6307042E-02    9.8130866E-09    1.1989257E+00    1.0000000E+00    2.0470838E-03
    3.0000000E-02   -6.1753649E-04    5.8800763E-03    3.0838783E-04    2.6059602E-02    1.1754897E-03    5.3064355E-05    2.6209557E-02    9.7843363E-09    1.1987664E+00    1.0000001E+00    2.0470771E-03
    3.4000000E-02   -6.9639016E-04    6.0239930E-03    3.4781529E-04    2.5962262E-02    1.1711596E-03    5.2874117E-05    2.6112267E-02    9.7555885E-09    1.1986087E+00    1.0000001E+00    2.0470705E-03
    3.8000000E-02   -7.7446393E-04    6.1663514E-03    3.8685280E-04    2.5865123E-02    1.1668379E-03    5.2684162E-05    2.6015175E-02    9.7268438E-09    1.1984526E+00    1.0000001E+00    2.0470641E-03
    4.2000000E-02   -8.5176176E-04    6.3071595E-03    4.2550233E-04    2.5768185E-02    1.1625247E-03    5.2494490E-05    2.5918278E-02    9.6981024E-09    1.1982980E+00    1.0000001E+00    2.0470578E-03
    4.6000000E-02   -9.2828762E-04    6.4464254E-03    4.6376588E-04    2.5671449E-02    1.1582200E-03    5.2305103E-05    2.5821578E-02    9.6693647E-09    1.1981449E+00    1.0000001E+00    2.0470516E-03
    5.0000000E-02   -1.0040455E-03    6.5841572E-03    5.0164542E-04    2.5574915E-02    1.1539238E-03    5.2116003E-05    2.5725075E-02    9.6406311E-09    1.1979934E+00    1.0000001E+00    2.0470455E-03
    5.4000000E-02   -1.0790392E-03    6.7203631E-03    5.3914292E-04    2.5478582E-02    1.1496361E-03    5.1927192E-05    2.5628769E-02    9.6119020E-09    1.1978434E+00    1.0000001E+00    2.0470395E-03
    5.8000000E-02   -1.1532729E-03    6.8550510E-03    5.7626037E-04    2.5382450E-02    1.1453569E-03    5.1738670E-05    2.5532659E-02    9.5831778E-09    1.1976950E+00    1.0000001E+00    2.0470336E-03
    6.2000000E-02   -1.2267503E-03    6.9882291E-03    6.1299971E-04    2.5286520E-02    1.1410862E-03    5.1550440E-05    2.5436746E-02    9.5544588E-09    1.1975480E+00    1.0000001E+00    2.0470278E-03
    6.6000000E-02   -1.2994755E-03    7.1199054E-03    6.4936293E-04    2.5190792E-02    1.1368240E-03    5.1362502E-05    2.5341030E-02    9.5257455E-09    1.1974025E+00    1.0000001E+00    2.0470221E-03
    7.0000000E-02   -1.3714524E-03    7.2500879E-03    6.8535199E-04    2.5095266E-02    1.1325703E-03    5.1174859E-05    2.5245511E-02    9.4970382E-09    1.1972586E+00    1.0000001E+00    2.0470165E-03
    7.4000000E-02   -1.4426848E-03    7.3787846E-03    7.2096883E-04    2.4999941E-02    1.1283251E-03    5.0987512E-05    2.5150190E-02    9.4683373E-09    1.1971161E+00    1.0000001E+00    2.0470110E-03
    7.8000000E-02   -1.5131768E-03    7.5060036E-03    7.5621542E-04    2.4904819E-02    1.1240885E-03    5.0800463E-05    2.5055065E-02    9.4396432E-09    1.1969751E+00    1.0000001E+00    2.0470056E-03
    8.2000000E-02   -1.5829321E-03    7.6317529E-03    7.9109371E-04    2.4809898E-02    1.1198603E-03    5.0613712E-05    2.4960138E-02    9.4109563E-09    1.1968356E+00    1.0000001E+00    2.0470003E-03
    8.6000000E-02   -1.6519548E-03    7.7560403E-03    8.2560565E-04    2.4715179E-02    1.1156408E-03    5.0427261E-05    2.4865409E-02    9.3822769E-09    1.1966976E+00    1.0000001E+00    2.0469952E-03
    9.0000000E-02   -1.7202486E-03    7.8788739E-03    8.5975318E-04    2.4620663E-02    1.1114298E-03    5.0241113E-05    2.4770876E-02    9.3536054E-09    1.1965610E+00    1.0000001E+00    2.0469901E-03
    9.4000000E-02   -1.7878175E-03    8.0002616E-03    8.9353824E-04    2.4526348E-02    1.1072273E-03    5.0055267E-05    2.4676542E-02    9.3249423E-09    1.1964258E+00    1.0000001E+00    2.0469851E-03
    9.8000000E-02   -1.8546653E-03    8.1202114E-03    9.2696277E-04    2.4432236E-02    1.1030334E-03    4.9869726E-05    2.4582405E-02    9.2962878E-09    1.1962921E+00    1.0000001E+00    2.0469802E-03
