# Time          1.0000E+03
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.4551939E-04    5.0393531E-03    7.2374637E-05    2.6759679E-02    1.2066558E-03    5.4431172E-05    2.6909502E-02    9.9996969E-09    1.1997105E+00    1.0000000E+00    2.0471258E-03
    6.0000000E-03   -4.3420573E-04    5.6164350E-03    2.1671782E-04    2.6687057E-02    1.2035036E-03    5.4293785E-05    2.6837701E-02    9.9990907E-09    1.1991331E+00    1.0000000E+00    2.0471174E-03
    1.0000000E-02   -7.2208359E-04    6.1918999E-03    3.6065677E-04    2.6614636E-02    1.2003598E-03    5.4156667E-05    2.6766096E-02    9.9984845E-09    1.1985574E+00    1.0000000E+00    2.0471092E-03
    1.4000000E-02   -1.0091552E-03    6.7657523E-03    5.0419257E-04    2.6542415E-02    1.1972244E-03    5.4019819E-05    2.6694686E-02    9.9978782E-09    1.1979832E+00    1.0000000E+00    2.0471011E-03
    1.8000000E-02   -1.2954226E-03    7.3379964E-03    6.4732632E-04    2.6470393E-02    1.1940974E-03    5.3883243E-05    2.6623469E-02    9.9972720E-09    1.1974107E+00    1.0000000E+00    2.0470931E-03
    2.2000000E-02   -1.5808882E-03    7.9086367E-03    7.9005910E-04    2.6398570E-02    1.1909787E-03    5.3746937E-05    2.6552446E-02    9.9966658E-09    1.1968398E+00    1.0000000E+00    2.0470852E-03
    2.6000000E-02   -1.8655540E-03    8.4776775E-03    9.3239201E-04    2.6326945E-02    1.1878683E-03    5.3610902E-05    2.6481617E-02    9.9960596E-09    1.1962704E+00    1.0000001E+00    2.0470775E-03
    3.0000000E-02   -2.1494222E-03    9.0451231E-03    1.0743261E-03    2.6255518E-02    1.1847662E-03    5.3475140E-05    2.6410979E-02    9.9954534E-09    1.1957027E+00    1.0000001E+00    2.0470699E-03
    3.4000000E-02   -2.4324950E-03    9.6109778E-03    1.2158625E-03    2.6184288E-02    1.1816724E-03    5.3339650E-05    2.6340534E-02    9.9948472E-09    1.1951365E+00    1.0000001E+00    2.0470623E-03
    3.8000000E-02   -2.7147745E-03    1.0175246E-02    1.3570023E-03    2.6113255E-02    1.1785868E-03    5.3204434E-05    2.6270281E-02    9.9942410E-09    1.1945720E+00    1.0000001E+00    2.0470549E-03
