# Time          7.5000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -1.2064360E-04    4.9897469E-03    5.9936735E-05    2.6766492E-02    1.2069751E-03    5.4445406E-05    2.6916477E-02    1.0000000E-08    1.1997603E+00    1.0000000E+00    2.0471257E-03
    6.0000000E-03   -3.5957694E-04    5.4676136E-03    1.7940341E-04    2.6707497E-02    1.2044616E-03    5.4336487E-05    2.6858628E-02    1.0000000E-08    1.1992824E+00    1.0000000E+00    2.0471173E-03
    1.0000000E-02   -5.9769907E-04    5.9438579E-03    2.9846447E-04    2.6648703E-02    1.2019566E-03    5.4227840E-05    2.6800974E-02    1.0000000E-08    1.1988061E+00    1.0000000E+00    2.0471090E-03
    1.4000000E-02   -8.3501235E-04    6.4184845E-03    4.1712111E-04    2.6590109E-02    1.1994599E-03    5.4119464E-05    2.6743516E-02    1.0000000E-08    1.1983315E+00    1.0000000E+00    2.0471008E-03
    1.8000000E-02   -1.0715192E-03    6.8914981E-03    5.3537452E-04    2.6531716E-02    1.1969716E-03    5.4011359E-05    2.6686253E-02    1.0000000E-08    1.1978585E+00    1.0000000E+00    2.0470927E-03
    2.2000000E-02   -1.3072218E-03    7.3629034E-03    6.5322586E-04    2.6473521E-02    1.1944917E-03    5.3903527E-05    2.6629184E-02    1.0000000E-08    1.1973871E+00    1.0000000E+00    2.0470848E-03
    2.6000000E-02   -1.5421228E-03    7.8327053E-03    7.7067632E-04    2.6415526E-02    1.1920201E-03    5.3795968E-05    2.6572308E-02    1.0000000E-08    1.1969173E+00    1.0000001E+00    2.0470769E-03
    3.0000000E-02   -1.7762243E-03    8.3009082E-03    8.8772706E-04    2.6357728E-02    1.1895569E-03    5.3688682E-05    2.6515625E-02    1.0000000E-08    1.1964491E+00    1.0000001E+00    2.0470692E-03
    3.4000000E-02   -2.0095287E-03    8.7675171E-03    1.0043793E-03    2.6300128E-02    1.1871019E-03    5.3581669E-05    2.6459135E-02    1.0000000E-08    1.1959825E+00    1.0000001E+00    2.0470616E-03
    3.8000000E-02   -2.2420383E-03    9.2325364E-03    1.1206341E-03    2.6242725E-02    1.1846552E-03    5.3474930E-05    2.6402836E-02    1.0000000E-08    1.1955175E+00    1.0000001E+00    2.0470541E-03
    4.2000000E-02   -2.4737556E-03    9.6959709E-03    1.2364927E-03    2.6185519E-02    1.1822167E-03    5.3368466E-05    2.6346729E-02    1.0000000E-08    1.1950540E+00    1.0000001E+00    2.0470467E-03
    4.6000000E-02   -2.7046828E-03    1.0157825E-02    1.3519563E-03    2.6128508E-02    1.1797865E-03    5.3262276E-05    2.6290813E-02    1.0000000E-08    1.1945922E+00    1.0000001E+00    2.0470394E-03
    5.0000000E-02   -2.9348222E-03    1.0618104E-02    1.4670260E-03    2.6071693E-02    1.1773644E-03    5.3156361E-05    2.6235087E-02    1.0000000E-08    1.1941319E+00    1.0000001E+00    2.0470322E-03
    5.4000000E-02   -3.1641761E-03    1.1076812E-02    1.5817030E-03    2.6015072E-02    1.1749505E-03    5.3050721E-05    2.6179550E-02    1.0000000E-08    1.1936732E+00    1.0000001E+00    2.0470252E-03
    5.8000000E-02   -3.3927469E-03    1.1533954E-02    1.6959884E-03    2.5958645E-02    1.1725448E-03    5.2945357E-05    2.6124203E-02    1.0000000E-08    1.1932160E+00    1.0000001E+00    2.0470182E-03
    6.2000000E-02   -3.6205368E-03    1.1989533E-02    1.8098834E-03    2.5902411E-02    1.1701471E-03    5.2840269E-05    2.6069044E-02    1.0000000E-08    1.1927605E+00    1.0000001E+00    2.0470114E-03
    6.6000000E-02   -3.8475482E-03    1.2443556E-02    1.9233890E-03    2.5846371E-02    1.1677576E-03    5.2735457E-05    2.6014073E-02    1.0000000E-08    1.1923064E+00    1.0000001E+00    2.0470046E-03
    7.0000000E-02   -4.0737833E-03    1.2896026E-02    2.0365066E-03    2.5790523E-02    1.1653762E-03    5.2630922E-05    2.5959290E-02    1.0000000E-08    1.1918540E+00    1.0000001E+00    2.0469980E-03
    7.4000000E-02   -4.2992444E-03    1.3346949E-02    2.1492372E-03    2.5734866E-02    1.1630028E-03    5.2526663E-05    2.5904693E-02    1.0000000E-08    1.1914031E+00    1.0000001E+00    2.0469914E-03
    7.8000000E-02   -4.5239338E-03    1.3796327E-02    2.2615819E-03    2.5679401E-02    1.1606374E-03    5.2422681E-05    2.5850283E-02    1.0000000E-08    1.1909537E+00    1.0000001E+00    2.0469850E-03
    8.2000000E-02   -4.7478538E-03    1.4244167E-02    2.3735418E-03    2.5624127E-02    1.1582800E-03    5.2318977E-05    2.5796058E-02    1.0000000E-08    1.1905058E+00    1.0000002E+00    2.0469786E-03
    8.6000000E-02   -4.9710066E-03    1.4690473E-02    2.4851182E-03    2.5569042E-02    1.1559306E-03    5.2215550E-05    2.5742019E-02    1.0000000E-08    1.1900595E+00    1.0000002E+00    2.0469723E-03
    9.0000000E-02   -5.1933945E-03    1.5135249E-02    2.5963122E-03    2.5514148E-02    1.1535892E-03    5.2112400E-05    2.5688165E-02    1.0000000E-08    1.1896148E+00    1.0000002E+00    2.0469662E-03
    9.4000000E-02   -5.4150197E-03    1.5578499E-02    2.7071248E-03    2.5459442E-02    1.1512557E-03    5.2009529E-05    2.5634494E-02    1.0000000E-08    1.1891715E+00    1.0000002E+00    2.0469601E-03
    9.8000000E-02   -5.6358845E-03    1.6020229E-02    2.8175572E-03    2.5404924E-02    1.1489302E-03    5.1906935E-05    2.5581008E-02    1.0000000E-08    1.1887298E+00    1.0000002E+00    2.0469541E-03
