# Time          5.0000E+01
# Units: Permil
    Distance        SO4--            SO164--         
    2.0000000E-03    2.1059178E+01    8.7552566E+00
    6.0000000E-03    2.1177340E+01    8.9078040E+00
    1.0000000E-02    2.1295423E+01    9.0586005E+00
    1.4000000E-02    2.1413426E+01    9.2076636E+00
    1.8000000E-02    2.1531348E+01    9.3550107E+00
    2.2000000E-02    2.1649188E+01    9.5006590E+00
    2.6000000E-02    2.1766945E+01    9.6446258E+00
    3.0000000E-02    2.1884619E+01    9.7869279E+00
    3.4000000E-02    2.2002208E+01    9.9275822E+00
    3.8000000E-02    2.2119711E+01    1.0066605E+01
    4.2000000E-02    2.2237128E+01    1.0204014E+01
    4.6000000E-02    2.2354457E+01    1.0339825E+01
    5.0000000E-02    2.2471697E+01    1.0474053E+01
    5.4000000E-02    2.2588848E+01    1.0606716E+01
    5.8000000E-02    2.2705909E+01    1.0737829E+01
    6.2000000E-02    2.2822878E+01    1.0867409E+01
    6.6000000E-02    2.2939756E+01    1.0995470E+01
    7.0000000E-02    2.3056539E+01    1.1122029E+01
    7.4000000E-02    2.3173229E+01    1.1247101E+01
    7.8000000E-02    2.3289823E+01    1.1370702E+01
    8.2000000E-02    2.3406322E+01    1.1492846E+01
    8.6000000E-02    2.3522723E+01    1.1613549E+01
    9.0000000E-02    2.3639026E+01    1.1732825E+01
    9.4000000E-02    2.3755231E+01    1.1850690E+01
    9.8000000E-02    2.3871335E+01    1.1967159E+01
    1.0200000E-01    2.3987339E+01    1.2082245E+01
    1.0600000E-01    2.4103241E+01    1.2195963E+01
    1.1000000E-01    2.4219040E+01    1.2308328E+01
    1.1400000E-01    2.4334736E+01    1.2419354E+01
    1.1800000E-01    2.4450326E+01    1.2529055E+01
    1.2200000E-01    2.4565812E+01    1.2637444E+01
    1.2600000E-01    2.4681191E+01    1.2744536E+01
    1.3000000E-01    2.4796462E+01    1.2850345E+01
    1.3400000E-01    2.4911625E+01    1.2954884E+01
    1.3800000E-01    2.5026679E+01    1.3058166E+01
    1.4200000E-01    2.5141622E+01    1.3160205E+01
    1.4600000E-01    2.5256454E+01    1.3261015E+01
    1.5000000E-01    2.5371174E+01    1.3360607E+01
    1.5400000E-01    2.5485781E+01    1.3458996E+01
    1.5800000E-01    2.5600274E+01    1.3556194E+01
    1.6200000E-01    2.5714652E+01    1.3652213E+01
    1.6600000E-01    2.5828914E+01    1.3747068E+01
    1.7000000E-01    2.5943060E+01    1.3840769E+01
    1.7400000E-01    2.6057087E+01    1.3933331E+01
    1.7800000E-01    2.6170996E+01    1.4024764E+01
    1.8200000E-01    2.6284785E+01    1.4115081E+01
    1.8600000E-01    2.6398454E+01    1.4204294E+01
    1.9000000E-01    2.6512001E+01    1.4292416E+01
    1.9400000E-01    2.6625426E+01    1.4379457E+01
    1.9800000E-01    2.6738728E+01    1.4465431E+01
    2.0200000E-01    2.6851905E+01    1.4550348E+01
    2.0600000E-01    2.6964957E+01    1.4634220E+01
    2.1000000E-01    2.7077883E+01    1.4717059E+01
    2.1400000E-01    2.7190683E+01    1.4798876E+01
    2.1800000E-01    2.7303354E+01    1.4879682E+01
    2.2200000E-01    2.7415896E+01    1.4959488E+01
    2.2600000E-01    2.7528309E+01    1.5038306E+01
    2.3000000E-01    2.7640591E+01    1.5116145E+01
    2.3400000E-01    2.7752741E+01    1.5193018E+01
    2.3800000E-01    2.7864759E+01    1.5268935E+01
    2.4200000E-01    2.7976644E+01    1.5343906E+01
