# Time          2.5000E+02
# Units: Mol/kgw
    Distance        SO4--            SO164--         
    2.0000000E-03    2.7966985E-02    2.6964603E-02
    6.0000000E-03    2.7892512E-02    2.6894006E-02
    1.0000000E-02    2.7818250E-02    2.6823605E-02
    1.4000000E-02    2.7744196E-02    2.6753399E-02
    1.8000000E-02    2.7670350E-02    2.6683389E-02
    2.2000000E-02    2.7596713E-02    2.6613573E-02
    2.6000000E-02    2.7523283E-02    2.6543952E-02
    3.0000000E-02    2.7450059E-02    2.6474524E-02
    3.4000000E-02    2.7377042E-02    2.6405288E-02
    3.8000000E-02    2.7304230E-02    2.6336246E-02
    4.2000000E-02    2.7231623E-02    2.6267395E-02
    4.6000000E-02    2.7159221E-02    2.6198736E-02
    5.0000000E-02    2.7087022E-02    2.6130268E-02
    5.4000000E-02    2.7015027E-02    2.6061990E-02
    5.8000000E-02    2.6943235E-02    2.5993903E-02
    6.2000000E-02    2.6871645E-02    2.5926004E-02
    6.6000000E-02    2.6800256E-02    2.5858295E-02
    7.0000000E-02    2.6729069E-02    2.5790774E-02
    7.4000000E-02    2.6658083E-02    2.5723441E-02
    7.8000000E-02    2.6587296E-02    2.5656295E-02
    8.2000000E-02    2.6516709E-02    2.5589336E-02
    8.6000000E-02    2.6446321E-02    2.5522564E-02
    9.0000000E-02    2.6376131E-02    2.5455977E-02
    9.4000000E-02    2.6306139E-02    2.5389576E-02
    9.8000000E-02    2.6236345E-02    2.5323360E-02
    1.0200000E-01    2.6166747E-02    2.5257328E-02
    1.0600000E-01    2.6097345E-02    2.5191480E-02
    1.1000000E-01    2.6028139E-02    2.5125815E-02
    1.1400000E-01    2.5959129E-02    2.5060333E-02
    1.1800000E-01    2.5890313E-02    2.4995034E-02
    1.2200000E-01    2.5821691E-02    2.4929916E-02
    1.2600000E-01    2.5753262E-02    2.4864980E-02
    1.3000000E-01    2.5685027E-02    2.4800225E-02
    1.3400000E-01    2.5616984E-02    2.4735651E-02
    1.3800000E-01    2.5549134E-02    2.4671256E-02
    1.4200000E-01    2.5481474E-02    2.4607041E-02
    1.4600000E-01    2.5414006E-02    2.4543005E-02
    1.5000000E-01    2.5346728E-02    2.4479147E-02
    1.5400000E-01    2.5279640E-02    2.4415467E-02
    1.5800000E-01    2.5212742E-02    2.4351965E-02
    1.6200000E-01    2.5146032E-02    2.4288640E-02
    1.6600000E-01    2.5079511E-02    2.4225492E-02
    1.7000000E-01    2.5013177E-02    2.4162520E-02
    1.7400000E-01    2.4947031E-02    2.4099723E-02
    1.7800000E-01    2.4881072E-02    2.4037102E-02
    1.8200000E-01    2.4815299E-02    2.3974655E-02
    1.8600000E-01    2.4749711E-02    2.3912383E-02
    1.9000000E-01    2.4684309E-02    2.3850284E-02
    1.9400000E-01    2.4619092E-02    2.3788358E-02
    1.9800000E-01    2.4554059E-02    2.3726606E-02
    2.0200000E-01    2.4489210E-02    2.3665026E-02
