# Time          7.5000E+02
# Units: Mol/kgw
    Distance           H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18        
    2.0000000E-03   -3.5487861E-05    4.8194355E-03    1.7358867E-05    2.6787524E-02    1.2078700E-03    5.4487331E-05    2.6937086E-02    1.0000000E-08    1.1999306E+00    1.0000000E+00    2.0471256E-03
    6.0000000E-03   -1.0484223E-04    4.9581442E-03    5.2036052E-05    2.6770412E-02    1.2071386E-03    5.4461909E-05    2.6920277E-02    1.0000000E-08    1.1997919E+00    1.0000000E+00    2.0471169E-03
    1.0000000E-02   -1.7411590E-04    5.0966915E-03    8.6672886E-05    2.6753321E-02    1.2064080E-03    5.4436404E-05    2.6903488E-02    1.0000000E-08    1.1996533E+00    1.0000000E+00    2.0471083E-03
    1.4000000E-02   -2.4330891E-04    5.2350776E-03    1.2126939E-04    2.6736249E-02    1.2056783E-03    5.4410817E-05    2.6886719E-02    1.0000000E-08    1.1995149E+00    1.0000000E+00    2.0470998E-03
    1.8000000E-02   -3.1242129E-04    5.3733023E-03    1.5582558E-04    2.6719197E-02    1.2049494E-03    5.4385149E-05    2.6869969E-02    1.0000000E-08    1.1993767E+00    1.0000000E+00    2.0470914E-03
    2.2000000E-02   -3.8145309E-04    5.5113659E-03    1.9034148E-04    2.6702165E-02    1.2042214E-03    5.4359404E-05    2.6853238E-02    1.0000000E-08    1.1992386E+00    1.0000000E+00    2.0470832E-03
    2.6000000E-02   -4.5040434E-04    5.6492684E-03    2.2481711E-04    2.6685153E-02    1.2034942E-03    5.4333582E-05    2.6836528E-02    1.0000000E-08    1.1991007E+00    1.0000001E+00    2.0470751E-03
    3.0000000E-02   -5.1927509E-04    5.7870099E-03    2.5925248E-04    2.6668162E-02    1.2027678E-03    5.4307684E-05    2.6819836E-02    1.0000000E-08    1.1989630E+00    1.0000001E+00    2.0470671E-03
    3.4000000E-02   -5.8806536E-04    5.9245905E-03    2.9364762E-04    2.6651190E-02    1.2020423E-03    5.4281713E-05    2.6803165E-02    1.0000000E-08    1.1988254E+00    1.0000001E+00    2.0470592E-03
    3.8000000E-02   -6.5677520E-04    6.0620102E-03    3.2800254E-04    2.6634238E-02    1.2013176E-03    5.4255670E-05    2.6786513E-02    1.0000000E-08    1.1986880E+00    1.0000001E+00    2.0470514E-03
    4.2000000E-02   -7.2540465E-04    6.1992690E-03    3.6231726E-04    2.6617306E-02    1.2005937E-03    5.4229555E-05    2.6769880E-02    1.0000000E-08    1.1985507E+00    1.0000001E+00    2.0470437E-03
    4.6000000E-02   -7.9395374E-04    6.3363672E-03    3.9659181E-04    2.6600393E-02    1.1998707E-03    5.4203372E-05    2.6753267E-02    1.0000000E-08    1.1984136E+00    1.0000001E+00    2.0470362E-03
    5.0000000E-02   -8.6242251E-04    6.4733048E-03    4.3082619E-04    2.6583501E-02    1.1991485E-03    5.4177121E-05    2.6736673E-02    1.0000000E-08    1.1982767E+00    1.0000001E+00    2.0470287E-03
    5.4000000E-02   -9.3081100E-04    6.6100817E-03    4.6502044E-04    2.6566629E-02    1.1984272E-03    5.4150803E-05    2.6720099E-02    1.0000000E-08    1.1981399E+00    1.0000001E+00    2.0470214E-03
    5.8000000E-02   -9.9911924E-04    6.7466982E-03    4.9917456E-04    2.6549776E-02    1.1977067E-03    5.4124421E-05    2.6703544E-02    1.0000000E-08    1.1980033E+00    1.0000001E+00    2.0470141E-03
    6.2000000E-02   -1.0673473E-03    6.8831543E-03    5.3328858E-04    2.6532944E-02    1.1969870E-03    5.4097975E-05    2.6687009E-02    1.0000000E-08    1.1978668E+00    1.0000001E+00    2.0470070E-03
    6.6000000E-02   -1.1354952E-03    7.0194501E-03    5.6736251E-04    2.6516131E-02    1.1962681E-03    5.4071466E-05    2.6670493E-02    1.0000000E-08    1.1977305E+00    1.0000001E+00    2.0469999E-03
    7.0000000E-02   -1.2035629E-03    7.1555855E-03    6.0139638E-04    2.6499338E-02    1.1955501E-03    5.4044897E-05    2.6653996E-02    1.0000000E-08    1.1975944E+00    1.0000001E+00    2.0469930E-03
    7.4000000E-02   -1.2715505E-03    7.2915608E-03    6.3539021E-04    2.6482565E-02    1.1948329E-03    5.4018269E-05    2.6637519E-02    1.0000000E-08    1.1974584E+00    1.0000001E+00    2.0469862E-03
    7.8000000E-02   -1.3394581E-03    7.4273760E-03    6.6934400E-04    2.6465812E-02    1.1941166E-03    5.3991582E-05    2.6621062E-02    1.0000000E-08    1.1973226E+00    1.0000002E+00    2.0469794E-03
    8.2000000E-02   -1.4072857E-03    7.5630312E-03    7.0325779E-04    2.6449079E-02    1.1934011E-03    5.3964839E-05    2.6604624E-02    1.0000000E-08    1.1971870E+00    1.0000002E+00    2.0469728E-03
    8.6000000E-02   -1.4750333E-03    7.6985263E-03    7.3713159E-04    2.6432365E-02    1.1926864E-03    5.3938040E-05    2.6588205E-02    1.0000000E-08    1.1970515E+00    1.0000002E+00    2.0469662E-03
    9.0000000E-02   -1.5427009E-03    7.8338616E-03    7.7096541E-04    2.6415672E-02    1.1919725E-03    5.3911186E-05    2.6571805E-02    1.0000000E-08    1.1969161E+00    1.0000002E+00    2.0469597E-03
    9.4000000E-02   -1.6102887E-03    7.9690371E-03    8.0475928E-04    2.6398998E-02    1.1912595E-03    5.3884280E-05    2.6555425E-02    1.0000000E-08    1.1967810E+00    1.0000002E+00    2.0469534E-03
    9.8000000E-02   -1.6777966E-03    8.1040529E-03    8.3851322E-04    2.6382344E-02    1.1905473E-03    5.3857322E-05    2.6539065E-02    1.0000000E-08    1.1966459E+00    1.0000002E+00    2.0469471E-03
    1.0200000E-01   -1.7452246E-03    8.2389089E-03    8.7222724E-04    2.6365709E-02    1.1898359E-03    5.3830313E-05    2.6522723E-02    1.0000000E-08    1.1965111E+00    1.0000002E+00    2.0469409E-03
    1.0600000E-01   -1.8125728E-03    8.3736054E-03    9.0590136E-04    2.6349095E-02    1.1891254E-03    5.3803255E-05    2.6506401E-02    1.0000000E-08    1.1963764E+00    1.0000002E+00    2.0469348E-03
    1.1000000E-01   -1.8798413E-03    8.5081424E-03    9.3953560E-04    2.6332500E-02    1.1884157E-03    5.3776149E-05    2.6490099E-02    1.0000000E-08    1.1962419E+00    1.0000002E+00    2.0469288E-03
    1.1400000E-01   -1.9470301E-03    8.6425199E-03    9.7312998E-04    2.6315925E-02    1.1877068E-03    5.3748995E-05    2.6473815E-02    1.0000000E-08    1.1961075E+00    1.0000002E+00    2.0469228E-03
    1.1800000E-01   -2.0141392E-03    8.7767381E-03    1.0066845E-03    2.6299370E-02    1.1869988E-03    5.3721796E-05    2.6457551E-02    1.0000000E-08    1.1959733E+00    1.0000002E+00    2.0469170E-03
    1.2200000E-01   -2.0811686E-03    8.9107969E-03    1.0401992E-03    2.6282834E-02    1.1862915E-03    5.3694552E-05    2.6441307E-02    1.0000000E-08    1.1958392E+00    1.0000002E+00    2.0469112E-03
    1.2600000E-01   -2.1481184E-03    9.0446966E-03    1.0736741E-03    2.6266318E-02    1.1855852E-03    5.3667264E-05    2.6425081E-02    1.0000000E-08    1.1957053E+00    1.0000002E+00    2.0469056E-03
    1.3000000E-01   -2.2149887E-03    9.1784371E-03    1.1071093E-03    2.6249822E-02    1.1848796E-03    5.3639934E-05    2.6408875E-02    1.0000000E-08    1.1955716E+00    1.0000002E+00    2.0469000E-03
    1.3400000E-01   -2.2817794E-03    9.3120185E-03    1.1405046E-03    2.6233346E-02    1.1841749E-03    5.3612563E-05    2.6392688E-02    1.0000000E-08    1.1954380E+00    1.0000002E+00    2.0468944E-03
    1.3800000E-01   -2.3484906E-03    9.4454409E-03    1.1738602E-03    2.6216889E-02    1.1834709E-03    5.3585151E-05    2.6376521E-02    1.0000000E-08    1.1953046E+00    1.0000002E+00    2.0468890E-03
    1.4200000E-01   -2.4151223E-03    9.5787044E-03    1.2071761E-03    2.6200452E-02    1.1827679E-03    5.3557700E-05    2.6360373E-02    1.0000000E-08    1.1951713E+00    1.0000002E+00    2.0468836E-03
    1.4600000E-01   -2.4816746E-03    9.7118090E-03    1.2404522E-03    2.6184035E-02    1.1820656E-03    5.3530211E-05    2.6344243E-02    1.0000000E-08    1.1950382E+00    1.0000003E+00    2.0468783E-03
    1.5000000E-01   -2.5481475E-03    9.8447548E-03    1.2736887E-03    2.6167637E-02    1.1813642E-03    5.3502684E-05    2.6328134E-02    1.0000000E-08    1.1949052E+00    1.0000003E+00    2.0468731E-03
    1.5400000E-01   -2.6145411E-03    9.9775420E-03    1.3068855E-03    2.6151259E-02    1.1806636E-03    5.3475122E-05    2.6312043E-02    1.0000000E-08    1.1947725E+00    1.0000003E+00    2.0468680E-03
    1.5800000E-01   -2.6808553E-03    1.0110170E-02    1.3400426E-03    2.6134901E-02    1.1799638E-03    5.3447524E-05    2.6295972E-02    1.0000000E-08    1.1946398E+00    1.0000003E+00    2.0468629E-03
    1.6200000E-01   -2.7470903E-03    1.0242640E-02    1.3731601E-03    2.6118562E-02    1.1792649E-03    5.3419892E-05    2.6279919E-02    1.0000000E-08    1.1945074E+00    1.0000003E+00    2.0468580E-03
    1.6600000E-01   -2.8132460E-03    1.0374952E-02    1.4062379E-03    2.6102243E-02    1.1785667E-03    5.3392227E-05    2.6263886E-02    1.0000000E-08    1.1943750E+00    1.0000003E+00    2.0468530E-03
    1.7000000E-01   -2.8793225E-03    1.0507105E-02    1.4392762E-03    2.6085943E-02    1.1778694E-03    5.3364530E-05    2.6247873E-02    1.0000000E-08    1.1942429E+00    1.0000003E+00    2.0468482E-03
    1.7400000E-01   -2.9453198E-03    1.0639099E-02    1.4722749E-03    2.6069663E-02    1.1771730E-03    5.3336802E-05    2.6231878E-02    1.0000000E-08    1.1941109E+00    1.0000003E+00    2.0468434E-03
    1.7800000E-01   -3.0112380E-03    1.0770936E-02    1.5052340E-03    2.6053403E-02    1.1764773E-03    5.3309043E-05    2.6215903E-02    1.0000000E-08    1.1939791E+00    1.0000003E+00    2.0468387E-03
    1.8200000E-01   -3.0770771E-03    1.0902614E-02    1.5381535E-03    2.6037163E-02    1.1757825E-03    5.3281255E-05    2.6199946E-02    1.0000000E-08    1.1938474E+00    1.0000003E+00    2.0468341E-03
    1.8600000E-01   -3.1428371E-03    1.1034134E-02    1.5710335E-03    2.6020942E-02    1.1750885E-03    5.3253438E-05    2.6184009E-02    1.0000000E-08    1.1937159E+00    1.0000003E+00    2.0468295E-03
    1.9000000E-01   -3.2085181E-03    1.1165496E-02    1.6038740E-03    2.6004740E-02    1.1743953E-03    5.3225594E-05    2.6168091E-02    1.0000000E-08    1.1935845E+00    1.0000003E+00    2.0468250E-03
