# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    1.0178908E+01   -1.0099039E+01   -2.3084849E+00   -4.3848273E+00   -1.5722562E+00   -2.9181676E+00   -4.2638944E+00   -1.5698377E+00   -7.9999999E+00    7.9121560E-02    1.8841411E-09   -2.6888555E+00   -4.0797593E+00
    6.0000000E-03    1.0653229E+01   -1.0573374E+01   -2.2802916E+00   -3.9078479E+00   -1.5729118E+00   -2.9188068E+00   -4.2644775E+00   -1.5704861E+00   -7.9999999E+00    7.9002224E-02    5.5985068E-09   -2.6888573E+00   -3.6054674E+00
    1.0000000E-02    1.0874455E+01   -1.0794612E+01   -2.2538300E+00   -3.6861123E+00   -1.5735681E+00   -2.9194466E+00   -4.2650621E+00   -1.5711352E+00   -7.9999999E+00    7.8882913E-02    9.2596705E-09   -2.6888591E+00   -3.3842713E+00
    1.4000000E-02    1.1020272E+01   -1.0940442E+01   -2.2289004E+00   -3.5400936E+00   -1.5742251E+00   -2.9200872E+00   -4.2656482E+00   -1.5717849E+00   -7.9999999E+00    7.8763628E-02    1.2868318E-08   -2.6888608E+00   -3.2384840E+00
    1.8000000E-02    1.1129210E+01   -1.1049393E+01   -2.2053358E+00   -3.4310574E+00   -1.5748828E+00   -2.9207283E+00   -4.2662357E+00   -1.5724353E+00   -7.9999999E+00    7.8644369E-02    1.6425129E-08   -2.6888626E+00   -3.1295764E+00
    2.2000000E-02    1.1216200E+01   -1.1136396E+01   -2.1829951E+00   -3.3440153E+00   -1.5755411E+00   -2.9213701E+00   -4.2668246E+00   -1.5730863E+00   -7.9999999E+00    7.8525136E-02    1.9930771E-08   -2.6888643E+00   -3.0426162E+00
    2.6000000E-02    1.1288615E+01   -1.1208824E+01   -2.1617579E+00   -3.2715727E+00   -1.5762001E+00   -2.9220125E+00   -4.2674149E+00   -1.5737380E+00   -7.9999999E+00    7.8405930E-02    2.3385907E-08   -2.6888660E+00   -2.9702303E+00
    3.0000000E-02    1.1350643E+01   -1.1270865E+01   -2.1415209E+00   -3.2095330E+00   -1.5768597E+00   -2.9226556E+00   -4.2680066E+00   -1.5743904E+00   -7.9999999E+00    7.8286752E-02    2.6791190E-08   -2.6888676E+00   -2.9082322E+00
    3.4000000E-02    1.1404891E+01   -1.1325125E+01   -2.1221946E+00   -3.1552839E+00   -1.5775200E+00   -2.9232993E+00   -4.2685997E+00   -1.5750434E+00   -7.9999999E+00    7.8167600E-02    3.0147266E-08   -2.6888693E+00   -2.8540148E+00
    3.8000000E-02    1.1453091E+01   -1.1373338E+01   -2.1037010E+00   -3.1070880E+00   -1.5781810E+00   -2.9239436E+00   -4.2691942E+00   -1.5756970E+00   -7.9999999E+00    7.8048476E-02    3.3454770E-08   -2.6888709E+00   -2.8058440E+00
