# Time          7.5000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    1.0136554E+01   -1.0056685E+01   -2.3098536E+00   -4.4275950E+00   -1.5722254E+00   -2.9181376E+00   -4.2638637E+00   -1.5698073E+00   -7.9999999E+00    7.9127158E-02    1.8899769E-09   -2.6888555E+00   -4.1221111E+00
    6.0000000E-03    1.0610583E+01   -1.0530725E+01   -2.2841506E+00   -3.9506303E+00   -1.5728195E+00   -2.9187168E+00   -4.2643855E+00   -1.5703949E+00   -7.9999999E+00    7.9019021E-02    5.6160171E-09   -2.6888573E+00   -3.6481102E+00
    1.0000000E-02    1.0831738E+01   -1.0751893E+01   -2.2598969E+00   -3.7289063E+00   -1.5734140E+00   -2.9192965E+00   -4.2649085E+00   -1.5709829E+00   -7.9999999E+00    7.8910916E-02    9.2888628E-09   -2.6888591E+00   -3.4269814E+00
    1.4000000E-02    1.0977518E+01   -1.0897684E+01   -2.2369384E+00   -3.5828987E+00   -1.5740090E+00   -2.9198767E+00   -4.2654329E+00   -1.5715713E+00   -7.9999999E+00    7.8802843E-02    1.2909206E-08   -2.6888608E+00   -3.2812291E+00
    1.8000000E-02    1.1086428E+01   -1.1006606E+01   -2.2151444E+00   -3.4738733E+00   -1.5746045E+00   -2.9204573E+00   -4.2659585E+00   -1.5721603E+00   -7.9999999E+00    7.8694801E-02    1.6477729E-08   -2.6888626E+00   -3.1723457E+00
    2.2000000E-02    1.1173397E+01   -1.1093586E+01   -2.1944030E+00   -3.3868419E+00   -1.5752005E+00   -2.9210384E+00   -4.2664854E+00   -1.5727497E+00   -7.9999999E+00    7.8586791E-02    1.9995106E-08   -2.6888643E+00   -3.0854045E+00
    2.6000000E-02    1.1245793E+01   -1.1165995E+01   -2.1746178E+00   -3.3144098E+00   -1.5757970E+00   -2.9216200E+00   -4.2670135E+00   -1.5733397E+00   -7.9999999E+00    7.8478813E-02    2.3462003E-08   -2.6888660E+00   -3.0130350E+00
    3.0000000E-02    1.1307804E+01   -1.1228017E+01   -2.1557049E+00   -3.2523806E+00   -1.5763939E+00   -2.9222020E+00   -4.2675429E+00   -1.5739301E+00   -7.9999999E+00    7.8370867E-02    2.6879078E-08   -2.6888677E+00   -2.9510516E+00
    3.4000000E-02    1.1362035E+01   -1.1282259E+01   -2.1375912E+00   -3.1981417E+00   -1.5769914E+00   -2.9227845E+00   -4.2680735E+00   -1.5745209E+00   -7.9999999E+00    7.8262954E-02    3.0246981E-08   -2.6888693E+00   -2.8968478E+00
    3.8000000E-02    1.1410220E+01   -1.1330456E+01   -2.1202122E+00   -3.1499559E+00   -1.5775893E+00   -2.9233675E+00   -4.2686053E+00   -1.5751123E+00   -7.9999999E+00    7.8155073E-02    3.3566352E-08   -2.6888709E+00   -2.8486898E+00
    4.2000000E-02    1.1453571E+01   -1.1373819E+01   -2.1035110E+00   -3.1066094E+00   -1.5781878E+00   -2.9239510E+00   -4.2691384E+00   -1.5757041E+00   -7.9999999E+00    7.8047225E-02    3.6837825E-08   -2.6888725E+00   -2.8053657E+00
    4.6000000E-02    1.1492969E+01   -1.1413229E+01   -2.0874371E+00   -3.0672202E+00   -1.5787867E+00   -2.9245349E+00   -4.2696727E+00   -1.5762964E+00   -7.9999999E+00    7.7939411E-02    4.0062026E-08   -2.6888741E+00   -2.7659950E+00
    5.0000000E-02    1.1529073E+01   -1.1449345E+01   -2.0719455E+00   -3.0311276E+00   -1.5793861E+00   -2.9251193E+00   -4.2702081E+00   -1.5768892E+00   -7.9999999E+00    7.7831630E-02    4.3239572E-08   -2.6888757E+00   -2.7299180E+00
    5.4000000E-02    1.1562391E+01   -1.1482674E+01   -2.0569957E+00   -2.9978237E+00   -1.5799860E+00   -2.9257042E+00   -4.2707448E+00   -1.5774825E+00   -7.9999999E+00    7.7723882E-02    4.6371073E-08   -2.6888772E+00   -2.6966274E+00
    5.8000000E-02    1.1593321E+01   -1.1513616E+01   -2.0425514E+00   -2.9669096E+00   -1.5805864E+00   -2.9262895E+00   -4.2712827E+00   -1.5780763E+00   -7.9999999E+00    7.7616168E-02    4.9457133E-08   -2.6888787E+00   -2.6657246E+00
    6.2000000E-02    1.1622182E+01   -1.1542488E+01   -2.0285799E+00   -2.9380662E+00   -1.5811873E+00   -2.9268753E+00   -4.2718217E+00   -1.5786705E+00   -7.9999999E+00    7.7508488E-02    5.2498345E-08   -2.6888802E+00   -2.6368912E+00
    6.6000000E-02    1.1649232E+01   -1.1569550E+01   -2.0150514E+00   -2.9110346E+00   -1.5817887E+00   -2.9274616E+00   -4.2723619E+00   -1.5792652E+00   -7.9999999E+00    7.7400842E-02    5.5495297E-08   -2.6888816E+00   -2.6098683E+00
    7.0000000E-02    1.1674684E+01   -1.1595014E+01   -2.0019389E+00   -2.8856013E+00   -1.5823905E+00   -2.9280484E+00   -4.2729033E+00   -1.5798604E+00   -7.9999999E+00    7.7293230E-02    5.8448569E-08   -2.6888831E+00   -2.5844428E+00
    7.4000000E-02    1.1698717E+01   -1.1619059E+01   -1.9892179E+00   -2.8615888E+00   -1.5829929E+00   -2.9286356E+00   -4.2734458E+00   -1.5804561E+00   -7.9999999E+00    7.7185653E-02    6.1358735E-08   -2.6888845E+00   -2.5604372E+00
    7.8000000E-02    1.1721480E+01   -1.1641833E+01   -1.9768659E+00   -2.8388473E+00   -1.5835957E+00   -2.9292233E+00   -4.2739894E+00   -1.5810523E+00   -7.9999999E+00    7.7078111E-02    6.4226359E-08   -2.6888859E+00   -2.5377019E+00
    8.2000000E-02    1.1743099E+01   -1.1663464E+01   -1.9648622E+00   -2.8172496E+00   -1.5841990E+00   -2.9298115E+00   -4.2745342E+00   -1.5816489E+00   -7.9999999E+00    7.6970604E-02    6.7052001E-08   -2.6888873E+00   -2.5161099E+00
    8.6000000E-02    1.1763684E+01   -1.1684061E+01   -1.9531881E+00   -2.7966870E+00   -1.5848029E+00   -2.9304001E+00   -4.2750801E+00   -1.5822460E+00   -7.9999999E+00    7.6863132E-02    6.9836212E-08   -2.6888887E+00   -2.4955523E+00
    9.0000000E-02    1.1783328E+01   -1.1703717E+01   -1.9418261E+00   -2.7770651E+00   -1.5854072E+00   -2.9309892E+00   -4.2756271E+00   -1.5828436E+00   -7.9999999E+00    7.6755695E-02    7.2579537E-08   -2.6888900E+00   -2.4759350E+00
    9.4000000E-02    1.1802114E+01   -1.1722514E+01   -1.9307601E+00   -2.7583022E+00   -1.5860120E+00   -2.9315788E+00   -4.2761753E+00   -1.5834417E+00   -7.9999999E+00    7.6648295E-02    7.5282514E-08   -2.6888913E+00   -2.4571764E+00
    9.8000000E-02    1.1820113E+01   -1.1740525E+01   -1.9199752E+00   -2.7403267E+00   -1.5866172E+00   -2.9321688E+00   -4.2767245E+00   -1.5840402E+00   -7.9999999E+00    7.6540930E-02    7.7945674E-08   -2.6888926E+00   -2.4392047E+00
    1.0200000E-01    1.1837387E+01   -1.1757811E+01   -1.9094578E+00   -2.7230756E+00   -1.5872230E+00   -2.9327594E+00   -4.2772748E+00   -1.5846392E+00   -7.9999999E+00    7.6433601E-02    8.0569541E-08   -2.6888939E+00   -2.4219572E+00
    1.0600000E-01    1.1853994E+01   -1.1774429E+01   -1.8991950E+00   -2.7064932E+00   -1.5878292E+00   -2.9333503E+00   -4.2778263E+00   -1.5852387E+00   -7.9999999E+00    7.6326308E-02    8.3154633E-08   -2.6888952E+00   -2.4053781E+00
    1.1000000E-01    1.1869981E+01   -1.1790429E+01   -1.8891749E+00   -2.6905299E+00   -1.5884360E+00   -2.9339418E+00   -4.2783788E+00   -1.5858387E+00   -7.9999999E+00    7.6219052E-02    8.5701462E-08   -2.6888964E+00   -2.3894179E+00
    1.1400000E-01    1.1885394E+01   -1.1805853E+01   -1.8793865E+00   -2.6751415E+00   -1.5890432E+00   -2.9345337E+00   -4.2789323E+00   -1.5864392E+00   -7.9999999E+00    7.6111832E-02    8.8210533E-08   -2.6888976E+00   -2.3740324E+00
    1.1800000E-01    1.1900271E+01   -1.1820742E+01   -1.8698195E+00   -2.6602884E+00   -1.5896509E+00   -2.9351261E+00   -4.2794870E+00   -1.5870401E+00   -7.9999999E+00    7.6004650E-02    9.0682344E-08   -2.6888988E+00   -2.3591820E+00
    1.2200000E-01    1.1914649E+01   -1.1835132E+01   -1.8604642E+00   -2.6459350E+00   -1.5902591E+00   -2.9357190E+00   -4.2800427E+00   -1.5876415E+00   -7.9999999E+00    7.5897504E-02    9.3117388E-08   -2.6889000E+00   -2.3448310E+00
    1.2600000E-01    1.1928560E+01   -1.1849055E+01   -1.8513116E+00   -2.6320489E+00   -1.5908678E+00   -2.9363123E+00   -4.2805994E+00   -1.5882434E+00   -7.9999999E+00    7.5790396E-02    9.5516151E-08   -2.6889012E+00   -2.3309472E+00
    1.3000000E-01    1.1942033E+01   -1.1862540E+01   -1.8423531E+00   -2.6186010E+00   -1.5914770E+00   -2.9369061E+00   -4.2811572E+00   -1.5888458E+00   -7.9999999E+00    7.5683325E-02    9.7879114E-08   -2.6889024E+00   -2.3175015E+00
    1.3400000E-01    1.1955094E+01   -1.1875613E+01   -1.8335810E+00   -2.6055647E+00   -1.5920866E+00   -2.9375003E+00   -4.2817161E+00   -1.5894486E+00   -7.9999999E+00    7.5576293E-02    1.0020675E-07   -2.6889035E+00   -2.3044673E+00
    1.3800000E-01    1.1967769E+01   -1.1888299E+01   -1.8249876E+00   -2.5929159E+00   -1.5926968E+00   -2.9380951E+00   -4.2822759E+00   -1.5900519E+00   -7.9999999E+00    7.5469298E-02    1.0249953E-07   -2.6889046E+00   -2.2918204E+00
    1.4200000E-01    1.1980077E+01   -1.1900619E+01   -1.8165660E+00   -2.5806324E+00   -1.5933074E+00   -2.9386903E+00   -4.2828368E+00   -1.5906557E+00   -7.9999999E+00    7.5362341E-02    1.0475791E-07   -2.6889057E+00   -2.2795387E+00
    1.4600000E-01    1.1992041E+01   -1.1912595E+01   -1.8083096E+00   -2.5686939E+00   -1.5939185E+00   -2.9392859E+00   -4.2833987E+00   -1.5912600E+00   -7.9999999E+00    7.5255423E-02    1.0698235E-07   -2.6889068E+00   -2.2676019E+00
    1.5000000E-01    1.2003679E+01   -1.1924245E+01   -1.8002121E+00   -2.5570817E+00   -1.5945301E+00   -2.9398820E+00   -4.2839616E+00   -1.5918648E+00   -7.9999999E+00    7.5148544E-02    1.0917330E-07   -2.6889079E+00   -2.2559914E+00
    1.5400000E-01    1.2015008E+01   -1.1935585E+01   -1.7922676E+00   -2.5457788E+00   -1.5951422E+00   -2.9404786E+00   -4.2845255E+00   -1.5924700E+00   -7.9999999E+00    7.5041703E-02    1.1133120E-07   -2.6889089E+00   -2.2446901E+00
    1.5800000E-01    1.2026043E+01   -1.1946632E+01   -1.7844706E+00   -2.5347693E+00   -1.5957548E+00   -2.9410757E+00   -4.2850904E+00   -1.5930757E+00   -7.9999999E+00    7.4934901E-02    1.1345650E-07   -2.6889100E+00   -2.2336820E+00
    1.6200000E-01    1.2036799E+01   -1.1957400E+01   -1.7768157E+00   -2.5240385E+00   -1.5963678E+00   -2.9416732E+00   -4.2856563E+00   -1.5936819E+00   -7.9999999E+00    7.4828139E-02    1.1554963E-07   -2.6889110E+00   -2.2229526E+00
    1.6600000E-01    1.2047291E+01   -1.1967904E+01   -1.7692981E+00   -2.5135728E+00   -1.5969814E+00   -2.9422712E+00   -4.2862232E+00   -1.5942885E+00   -7.9999999E+00    7.4721416E-02    1.1761102E-07   -2.6889120E+00   -2.2124883E+00
    1.7000000E-01    1.2057530E+01   -1.1978155E+01   -1.7619128E+00   -2.5033597E+00   -1.5975954E+00   -2.9428697E+00   -4.2867911E+00   -1.5948956E+00   -7.9999999E+00    7.4614733E-02    1.1964108E-07   -2.6889130E+00   -2.2022764E+00
    1.7400000E-01    1.2067528E+01   -1.1988165E+01   -1.7546555E+00   -2.4933873E+00   -1.5982099E+00   -2.9434686E+00   -4.2873599E+00   -1.5955032E+00   -7.9999999E+00    7.4508090E-02    1.2164024E-07   -2.6889140E+00   -2.1923052E+00
    1.7800000E-01    1.2077297E+01   -1.1997945E+01   -1.7475220E+00   -2.4836447E+00   -1.5988249E+00   -2.9440680E+00   -4.2879297E+00   -1.5961113E+00   -7.9999999E+00    7.4401486E-02    1.2360891E-07   -2.6889149E+00   -2.1825638E+00
    1.8200000E-01    1.2086846E+01   -1.2007506E+01   -1.7405080E+00   -2.4741219E+00   -1.5994404E+00   -2.9446678E+00   -4.2885004E+00   -1.5967199E+00   -7.9999999E+00    7.4294924E-02    1.2554750E-07   -2.6889159E+00   -2.1730421E+00
    1.8600000E-01    1.2096185E+01   -1.2016857E+01   -1.7336098E+00   -2.4648091E+00   -1.6000564E+00   -2.9452682E+00   -4.2890721E+00   -1.5973289E+00   -7.9999999E+00    7.4188402E-02    1.2745640E-07   -2.6889168E+00   -2.1637303E+00
    1.9000000E-01    1.2105322E+01   -1.2026006E+01   -1.7268237E+00   -2.4556975E+00   -1.6006728E+00   -2.9458689E+00   -4.2896448E+00   -1.5979384E+00   -7.9999999E+00    7.4081920E-02    1.2933602E-07   -2.6889177E+00   -2.1546198E+00
    1.9400000E-01    1.2114267E+01   -1.2034963E+01   -1.7201461E+00   -2.4467787E+00   -1.6012897E+00   -2.9464702E+00   -4.2902184E+00   -1.5985484E+00   -7.9999999E+00    7.3975480E-02    1.3118675E-07   -2.6889186E+00   -2.1457019E+00
    1.9800000E-01    1.2123027E+01   -1.2043735E+01   -1.7135738E+00   -2.4380449E+00   -1.6019071E+00   -2.9470719E+00   -4.2907929E+00   -1.5991588E+00   -7.9999999E+00    7.3869081E-02    1.3300897E-07   -2.6889195E+00   -2.1369690E+00
    2.0200000E-01    1.2131610E+01   -1.2052329E+01   -1.7071036E+00   -2.4294886E+00   -1.6025250E+00   -2.9476741E+00   -4.2913683E+00   -1.5997697E+00   -7.9999999E+00    7.3762723E-02    1.3480306E-07   -2.6889204E+00   -2.1284137E+00
    2.0600000E-01    1.2140022E+01   -1.2060753E+01   -1.7007324E+00   -2.4211029E+00   -1.6031434E+00   -2.9482767E+00   -4.2919447E+00   -1.6003811E+00   -7.9999999E+00    7.3656407E-02    1.3656941E-07   -2.6889213E+00   -2.1200289E+00
    2.1000000E-01    1.2148270E+01   -1.2069013E+01   -1.6944573E+00   -2.4128813E+00   -1.6037623E+00   -2.9488798E+00   -4.2925220E+00   -1.6009930E+00   -7.9999999E+00    7.3550132E-02    1.3830837E-07   -2.6889221E+00   -2.1118081E+00
    2.1400000E-01    1.2156360E+01   -1.2077115E+01   -1.6882755E+00   -2.4048176E+00   -1.6043816E+00   -2.9494834E+00   -4.2931002E+00   -1.6016053E+00   -7.9999999E+00    7.3443900E-02    1.4002034E-07   -2.6889229E+00   -2.1037451E+00
    2.1800000E-01    1.2164298E+01   -1.2085065E+01   -1.6821843E+00   -2.3969059E+00   -1.6050015E+00   -2.9500874E+00   -4.2936793E+00   -1.6022181E+00   -7.9999999E+00    7.3337710E-02    1.4170565E-07   -2.6889238E+00   -2.0958342E+00
    2.2200000E-01    1.2172090E+01   -1.2092868E+01   -1.6761812E+00   -2.3891407E+00   -1.6056218E+00   -2.9506919E+00   -4.2942593E+00   -1.6028314E+00   -7.9999999E+00    7.3231563E-02    1.4336468E-07   -2.6889246E+00   -2.0880698E+00
    2.2600000E-01    1.2179740E+01   -1.2100530E+01   -1.6702638E+00   -2.3815168E+00   -1.6062425E+00   -2.9512968E+00   -4.2948402E+00   -1.6034452E+00   -7.9999999E+00    7.3125459E-02    1.4499777E-07   -2.6889254E+00   -2.0804466E+00
    2.3000000E-01    1.2187254E+01   -1.2108056E+01   -1.6644297E+00   -2.3740293E+00   -1.6068638E+00   -2.9519022E+00   -4.2954220E+00   -1.6040594E+00   -7.9999999E+00    7.3019397E-02    1.4660528E-07   -2.6889262E+00   -2.0729598E+00
    2.3400000E-01    1.2194636E+01   -1.2115451E+01   -1.6586767E+00   -2.3666734E+00   -1.6074856E+00   -2.9525081E+00   -4.2960047E+00   -1.6046741E+00   -7.9999999E+00    7.2913378E-02    1.4818755E-07   -2.6889269E+00   -2.0656046E+00
    2.3800000E-01    1.2201891E+01   -1.2122718E+01   -1.6530025E+00   -2.3594448E+00   -1.6081078E+00   -2.9531144E+00   -4.2965882E+00   -1.6052892E+00   -7.9999999E+00    7.2807403E-02    1.4974492E-07   -2.6889277E+00   -2.0583765E+00
    2.4200000E-01    1.2209024E+01   -1.2129862E+01   -1.6474052E+00   -2.3523391E+00   -1.6087305E+00   -2.9537212E+00   -4.2971726E+00   -1.6059049E+00   -7.9999999E+00    7.2701472E-02    1.5127772E-07   -2.6889284E+00   -2.0512715E+00
    2.4600000E-01    1.2216037E+01   -1.2136887E+01   -1.6418827E+00   -2.3453523E+00   -1.6093537E+00   -2.9543285E+00   -4.2977579E+00   -1.6065210E+00   -7.9999999E+00    7.2595584E-02    1.5278629E-07   -2.6889292E+00   -2.0442853E+00
    2.5000000E-01    1.2222935E+01   -1.2143797E+01   -1.6364331E+00   -2.3384807E+00   -1.6099774E+00   -2.9549362E+00   -4.2983441E+00   -1.6071376E+00   -7.9999999E+00    7.2489741E-02    1.5427096E-07   -2.6889299E+00   -2.0374143E+00
    2.5400000E-01    1.2229722E+01   -1.2150595E+01   -1.6310546E+00   -2.3317206E+00   -1.6106015E+00   -2.9555443E+00   -4.2989311E+00   -1.6077546E+00   -7.9999999E+00    7.2383941E-02    1.5573204E-07   -2.6889306E+00   -2.0306547E+00
    2.5800000E-01    1.2236401E+01   -1.2157286E+01   -1.6257455E+00   -2.3250684E+00   -1.6112262E+00   -2.9561530E+00   -4.2995190E+00   -1.6083721E+00   -7.9999999E+00    7.2278187E-02    1.5716987E-07   -2.6889313E+00   -2.0240031E+00
    2.6200000E-01    1.2242975E+01   -1.2163872E+01   -1.6205038E+00   -2.3185210E+00   -1.6118513E+00   -2.9567621E+00   -4.3001077E+00   -1.6089901E+00   -7.9999999E+00    7.2172476E-02    1.5858474E-07   -2.6889320E+00   -2.0174562E+00
