# Time          5.0000E+02
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          H2S(aq)          SO4--            S34O4--          SO184--          SO164--          Methane(aq)      Formaldehyde     H2O16            H2O18            OH-          
    2.0000000E-03    9.8509502E+00   -9.7710783E+00   -2.3163515E+00   -4.7173778E+00   -1.5720816E+00   -2.9179944E+00   -4.2637189E+00   -1.5696638E+00   -7.9999999E+00    7.9153493E-02    1.9165837E-09   -2.6888555E+00   -4.4077088E+00
    6.0000000E-03    1.0322040E+01   -1.0242175E+01   -2.3027813E+00   -4.2405628E+00   -1.5723876E+00   -2.9182866E+00   -4.2639506E+00   -1.5699636E+00   -7.9999999E+00    7.9098041E-02    5.6958505E-09   -2.6888573E+00   -3.9366324E+00
    1.0000000E-02    1.0542502E+01   -1.0462642E+01   -2.2896359E+00   -4.0189582E+00   -1.5726934E+00   -2.9185788E+00   -4.2641831E+00   -1.5702634E+00   -7.9999999E+00    7.9042641E-02    9.4219613E-09   -2.6888591E+00   -3.7161847E+00
    1.4000000E-02    1.0687912E+01   -1.0608058E+01   -2.2768901E+00   -3.8730656E+00   -1.5729992E+00   -2.9188709E+00   -4.2644164E+00   -1.5705631E+00   -7.9999999E+00    7.8987293E-02    1.3095631E-08   -2.6888609E+00   -3.5707888E+00
    1.8000000E-02    1.0796561E+01   -1.0716713E+01   -2.2645205E+00   -3.7641536E+00   -1.5733048E+00   -2.9191628E+00   -4.2646505E+00   -1.5708626E+00   -7.9999999E+00    7.8931996E-02    1.6717567E-08   -2.6888627E+00   -3.4621531E+00
    2.2000000E-02    1.0883318E+01   -1.0803476E+01   -2.2525061E+00   -3.6772347E+00   -1.5736103E+00   -2.9194547E+00   -4.2648853E+00   -1.5711621E+00   -7.9999999E+00    7.8876750E-02    2.0288465E-08   -2.6888645E+00   -3.3754100E+00
    2.6000000E-02    1.0955530E+01   -1.0875694E+01   -2.2408272E+00   -3.6049146E+00   -1.5739157E+00   -2.9197464E+00   -4.2651208E+00   -1.5714614E+00   -7.9999999E+00    7.8821555E-02    2.3809013E-08   -2.6888662E+00   -3.3032118E+00
    3.0000000E-02    1.1017372E+01   -1.0937542E+01   -2.2294661E+00   -3.5429969E+00   -1.5742210E+00   -2.9200381E+00   -4.2653571E+00   -1.5717607E+00   -7.9999999E+00    7.8766412E-02    2.7279889E-08   -2.6888679E+00   -3.2413835E+00
    3.4000000E-02    1.1071446E+01   -1.0991621E+01   -2.2184062E+00   -3.4888693E+00   -1.5745262E+00   -2.9203296E+00   -4.2655941E+00   -1.5720598E+00   -7.9999999E+00    7.8711320E-02    3.0701762E-08   -2.6888695E+00   -3.1873242E+00
    3.8000000E-02    1.1119480E+01   -1.1039662E+01   -2.2076323E+00   -3.4407946E+00   -1.5748313E+00   -2.9206210E+00   -4.2658318E+00   -1.5723588E+00   -7.9999999E+00    7.8656279E-02    3.4075294E-08   -2.6888712E+00   -3.1393034E+00
    4.2000000E-02    1.1162686E+01   -1.1082874E+01   -2.1971302E+00   -3.3975588E+00   -1.5751363E+00   -2.9209123E+00   -4.2660702E+00   -1.5726577E+00   -7.9999999E+00    7.8601290E-02    3.7401136E-08   -2.6888728E+00   -3.0961113E+00
